id_carrera,neumatico,vueltas_uso,tiempo_pitstop_s,temp_pista_c,podio
R2026-06709,Lluvia,12,3.92,39.5,0
R2026-06710,Lluvia,40,5.52,19.2,0
R2026-06711,Duro,-6,2.35,29.0,0
R2026-06712,Duro,26,2.91,20.1,1
R2026-06713,Lluvia,6,5.46,30.1,1
R2026-06714,Duro,37,5.35,46.7,1
R2026-06715,Lluvia,16,6.16,51.1,1
R2026-06716,Lluvia,20,4.28,39.3,0
R2026-06717,Duro,42,3.14,39.6,0
R2026-06718,Medio,1,4.09,37.1,1
R2026-06719,Blando,13,2.12,33.3,0
R2026-06720,Blando,11,4.44,34.9,0
R2026-06721,Lluvia,29,5.46,,1
R2026-06722,Duro,33,3.68,26.1,1
R2026-06723,Duro,16,5.55,15.8,0
R2026-06724,Blando,29,4.78,45.4,0
R2026-06725,Medio,NaN,5.5,44.1,1
R2026-06726,Medio,45,5.35,45.9,0
R2026-06727,Lluvia,35,5.82,14.4,1
R2026-06728,,9,6.07,28.0,1
R2026-06729,Lluvia,-10,4.99,26.1,1
R2026-06730,Duro,10,,15.4,0
R2026-06731,Medio,12,2.95,22.4,0
R2026-06732,Blando,44,5.99,31.9,1
R2026-06733,Medio,26,3.64,37.7,0
R2026-06734,Blando,32,2.67,29.4,0
R2026-06735,Blando,30,6.03,21.6,0
R2026-06736,Medio,24,6.15,50.6,0
R2026-06737,Blando,9,4.63,19.6,1
R2026-06738,Blando,26,3.99,NaN,0
R2026-06739,Duro,28,3.97,16.6,0
R2026-06740,Lluvia,38,3.4,54.3,0
R2026-06741,Medio,34,6.0,43.5,0
R2026-06742,Medio,34,5.25,19.2,0
R2026-06743,Lluvia,42,3.75,51.0,0
R2026-06744,Lluvia,28,2.11,16.0,1
R2026-06745,Duro,29,2.94,51.4,1
R2026-06746,Blando,40,3.19,26.5,0
R2026-06747,Duro,36,4.97,52.3,0
R2026-06748,Duro,14,5.5,51.2,1
R2026-06749,Blando,25,NaN,45.5,0
R2026-06750,Lluvia,34,2.3,24.7,0
R2026-06751,Duro,40,2.18,39.8,1
R2026-06752,Lluvia,4,4.69,24.7,1
R2026-06753,Medio,13,3.14,39.2,1
R2026-06754,Lluvia,40,3.31,33.3,1
R2026-06755,Blando,38,4.06,37.0,0
R2026-06756,Duro,44,4.39,36.6,1
R2026-06757,Duro,41,4.77,43.1,0
R2026-06758,Medio,19,4.57,22.0,1
R2026-06759,Duro,4,4.44,41.7,1
R2026-06760,Blando,28,5.8,20.0,0
R2026-06761,Lluvia,NaN,4.35,31.3,1
R2026-06762,Lluvia,28,5.32,27.0,1
R2026-06763,Lluvia,17,4.14,35.2,1
R2026-06764,Medio,44,3.91,50.0,0
R2026-06765,Medio,4,NaN,26.5,0
R2026-06766,Duro,1,4.96,16.3,0
R2026-06767,Medio,19,4.55,28.0,0
R2026-06768,Lluvia,13,3.04,38.0,1
R2026-06769,Duro,42,5.38,33.4,0
R2026-06770,Blando,6,4.76,27.9,0
R2026-06771,Blando,6,6.05,31.4,1
R2026-06772,Duro,34,3.03,40.3,1
R2026-06773,Medio,30,51.92,43.2,1
R2026-06774,Lluvia,8,84.51,36.0,1
R2026-06775,Blando,10,3.14,54.0,0
R2026-06776,Lluvia,20,3.2,14.5,1
R2026-06777,Medio,24,5.35,46.7,1
R2026-06778,Duro,10,3.24,49.4,0
R2026-06779,Lluvia,43,3.08,51.4,1
R2026-06780,Duro,24,5.81,44.8,1
R2026-06781,Blando,3,3.65,23.5,0
R2026-06782,Medio,23,3.58,41.3,0
R2026-06783,Lluvia,11,3.3,17.9,0
R2026-06784,Duro,20,6.12,21.1,1
R2026-06785,Duro,25,4.33,23.1,1
R2026-06786,Duro,12,3.65,31.3,0
R2026-06787,Lluvia,44,4.7,15.6,0
R2026-06788,Blando,15,3.3,19.2,1
R2026-06789,Duro,1,3.22,42.6,1
R2026-06790,Lluvia,17,5.55,16.6,0
R2026-06791,Duro,34,4.78,43.8,1
R2026-06792,Blando,42,75.33,22.5,0
R2026-06793,Blando,38,2.92,14.9,0
R2026-06794,Lluvia,18,2.69,24.1,0
R2026-06795,Medio,23,2.12,16.7,1
R2026-06796,Lluvia,29,5.63,42.8,1
R2026-06797,Medio,20,2.6,19.3,1
R2026-06798,Medio,24,2.38,36.1,1
R2026-06799,Medio,3,2.77,46.1,1
R2026-06800,Blando,16,3.63,34.7,0
R2026-06801,Blando,14,3.34,48.3,1
R2026-06802,Medio,45,3.23,18.3,1
R2026-06803,Lluvia,11,4.61,41.5,1
R2026-06804,Medio,37,NaN,19.0,0
R2026-06805,Blando,10,5.75,NaN,0
R2026-06806,Blando,40,51.82,48.3,1
R2026-06807,Duro,12,4.58,19.0,0
R2026-06808,Blando,5,NaN,35.0,1
R2026-06809,Lluvia,44,6.11,44.6,0
R2026-06810,Lluvia,6,4.32,45.6,1
R2026-06811,Duro,45,5.91,19.1,0
R2026-06812,Blando,18,6.21,15.2,1
R2026-06813,Blando,33,3.59,45.7,1
R2026-06814,Duro,37,5.0,45.5,0
R2026-06815,Medio,37,2.31,15.6,1
R2026-06816,,34,4.67,19.3,0
R2026-06817,Lluvia,,6.32,17.1,0
R2026-06818,Blando,42,5.05,22.6,1
R2026-06819,Duro,31,3.96,41.2,1
R2026-06820,Lluvia,19,3.72,33.4,1
R2026-06821,Duro,40,2.27,14.4,0
R2026-06822,Lluvia,36,3.41,33.1,0
R2026-06823,Medio,24,2.87,15.9,1
R2026-06824,Medio,5,5.84,44.4,1
R2026-06825,Medio,36,3.96,39.5,1
R2026-06826,Blando,8,5.15,23.3,1
R2026-06827,Lluvia,27,3.57,47.1,0
R2026-06828,Blando,13,4.8,43.2,1
R2026-06829,Blando,28,4.82,50.0,0
R2026-06830,Blando,38,2.93,28.4,1
R2026-06831,Blando,32,6.39,NaN,1
R2026-06832,Duro,31,5.15,37.7,0
R2026-06833,Duro,30,2.5,17.9,1
R2026-06834,Blando,35,2.13,43.0,0
R2026-06835,Lluvia,3,4.53,42.4,1
R2026-06836,Duro,34,3.9,26.9,0
R2026-06837,Lluvia,28,2.86,48.2,1
R2026-06838,Duro,38,NaN,48.9,1
R2026-06839,Lluvia,26,2.25,40.4,1
R2026-06840,Lluvia,15,3.59,43.9,1
R2026-06841,Duro,16,3.54,22.9,1
R2026-06842,Duro,33,3.72,22.1,0
R2026-06843,Blando,15,4.05,21.1,1
R2026-06844,Lluvia,16,2.64,20.9,0
R2026-06845,Medio,6,4.78,47.2,1
R2026-06846,Duro,15,4.08,17.9,0
R2026-06847,Lluvia,44,5.54,54.5,1
R2026-06848,Duro,40,5.66,16.3,0
R2026-06849,Medio,39,3.34,18.9,0
R2026-06850,Duro,7,3.55,54.2,0
R2026-06851,Lluvia,6,5.73,42.1,0
R2026-06852,Lluvia,6,6.18,50.2,0
R2026-06853,Blando,20,6.03,49.3,0
R2026-06854,Medio,24,4.91,44.2,1
R2026-06855,Medio,-6,3.1,27.0,0
R2026-06856,Lluvia,16,4.65,38.1,0
R2026-06857,Medio,4,,50.3,0
R2026-06858,Blando,37,2.19,19.7,1
R2026-06859,Duro,-12,,24.3,1
R2026-06860,Blando,25,3.74,27.1,0
R2026-06861,Lluvia,39,5.51,50.7,1
R2026-06862,Blando,23,5.48,27.6,0
R2026-06863,Blando,24,2.11,44.3,0
R2026-06864,Lluvia,4,2.54,20.2,0
R2026-06865,Medio,18,5.45,42.8,1
R2026-06866,Lluvia,10,3.61,28.5,1
R2026-06867,Duro,9,4.39,29.1,0
R2026-06868,Duro,1,3.59,16.7,1
R2026-06869,Lluvia,8,6.08,20.9,0
R2026-06870,Medio,22,4.66,52.7,0
R2026-06871,Medio,29,5.05,37.1,1
R2026-06872,Duro,32,2.89,34.7,1
R2026-06873,Lluvia,2,2.58,41.1,0
R2026-06874,Lluvia,27,5.58,54.6,1
R2026-06875,Duro,3,2.24,39.2,1
R2026-06876,Medio,8,4.39,44.1,1
R2026-06877,Duro,22,2.51,49.3,0
R2026-06878,Lluvia,12,4.27,48.9,1
R2026-06879,Medio,,3.81,41.8,1
R2026-06880,Medio,6,4.61,29.4,0
R2026-06881,Lluvia,11,5.17,31.9,0
R2026-06882,Medio,39,2.78,52.7,0
R2026-06883,Lluvia,25,2.21,38.7,1
R2026-06884,Duro,NaN,2.97,42.6,0
R2026-06885,Lluvia,8,,19.5,0
R2026-06886,Blando,15,5.27,41.8,1
R2026-06887,Lluvia,43,4.35,33.7,1
R2026-06888,Duro,14,3.17,39.5,1
R2026-06889,Duro,33,5.03,34.8,1
R2026-06890,Medio,NaN,6.11,26.8,1
R2026-06891,Lluvia,19,3.06,39.5,0
R2026-06892,Medio,43,4.44,17.0,0
R2026-06893,Blando,9,2.47,,1
R2026-06894,Blando,,5.15,39.6,0
R2026-06895,Lluvia,1,6.3,23.3,1
R2026-06896,Lluvia,4,3.95,,0
R2026-06897,Lluvia,26,,24.7,1
R2026-06898,Lluvia,NaN,3.94,14.1,0
R2026-06899,Duro,14,2.49,47.2,0
R2026-06900,Lluvia,3,3.45,23.5,0
R2026-06901,Duro,20,3.82,15.4,1
R2026-06902,Blando,12,4.59,50.6,0
R2026-06903,,21,4.36,30.8,1
R2026-06904,Duro,30,3.45,40.2,1
R2026-06905,,,4.62,16.5,1
R2026-06906,Medio,38,2.97,40.6,1
R2026-06907,Blando,3,3.83,38.2,1
R2026-06908,Lluvia,6,4.8,22.0,0
R2026-06909,Duro,14,115.24,18.6,1
R2026-06910,Blando,3,5.02,25.5,1
R2026-06911,Lluvia,19,4.82,44.1,1
R2026-06912,Medio,30,68.92,52.4,1
R2026-06913,Blando,2,3.64,29.1,1
R2026-06914,Lluvia,13,2.64,49.6,1
R2026-06915,Lluvia,4,3.43,35.6,1
R2026-06916,Medio,36,3.03,40.7,1
R2026-06917,Lluvia,20,3.59,18.0,1
R2026-06918,Blando,43,100.77,44.3,0
R2026-06919,Medio,35,4.59,24.7,0
R2026-06920,Lluvia,31,2.9,40.9,1
R2026-06921,Duro,45,2.61,39.4,1
R2026-06922,Blando,12,6.15,35.2,0
R2026-06923,Blando,-4,2.24,20.5,1
R2026-06924,Blando,13,5.99,42.9,0
R2026-06925,Blando,3,6.31,54.4,0
R2026-06926,Medio,31,2.16,32.8,1
R2026-06927,Lluvia,4,4.72,47.5,0
R2026-06928,Medio,13,3.61,34.2,1
R2026-06929,Medio,2,4.05,18.1,0
R2026-06930,Blando,30,2.72,24.3,1
R2026-06931,Medio,30,6.19,28.4,1
R2026-06932,Duro,30,3.14,50.0,1
R2026-06933,Medio,15,6.12,17.5,0
R2026-06934,Medio,NaN,NaN,27.3,0
R2026-06935,Medio,-2,6.29,15.1,0
R2026-06936,Duro,,3.55,27.2,0
R2026-06937,Blando,35,4.59,30.9,1
R2026-06938,Lluvia,7,4.8,28.6,1
R2026-06939,Medio,23,2.33,53.6,1
R2026-06940,Lluvia,37,4.31,42.3,0
R2026-06941,Duro,19,3.67,38.0,0
R2026-06942,Medio,2,4.31,39.0,0
R2026-06943,Blando,24,5.61,29.3,0
R2026-06944,Blando,,5.64,51.3,0
R2026-06945,Duro,-1,5.38,54.8,1
R2026-06946,Lluvia,42,5.02,34.0,1
R2026-06947,Medio,33,6.13,17.1,0
R2026-06948,Duro,35,3.18,28.1,1
R2026-06949,Medio,38,5.62,NaN,0
R2026-06950,Medio,5,5.03,29.9,1
R2026-06951,Blando,1,3.04,50.4,0
R2026-06952,Blando,3,4.12,23.1,0
R2026-06953,Duro,29,5.35,44.2,1
R2026-06954,Medio,26,3.35,15.4,0
R2026-06955,Duro,13,2.55,32.6,0
R2026-06956,Medio,5,2.94,39.7,0
R2026-06957,Lluvia,15,5.68,28.6,1
R2026-06958,Lluvia,9,5.54,34.3,1
R2026-06959,Duro,23,3.76,48.4,0
R2026-06960,Medio,29,2.44,51.8,1
R2026-06961,Medio,11,4.84,47.1,0
R2026-06962,Blando,16,4.76,27.1,0
R2026-06963,Medio,40,4.47,31.1,1
R2026-06964,Medio,23,5.56,29.2,1
R2026-06965,Lluvia,3,3.19,15.9,0
R2026-06966,Medio,31,2.96,38.1,0
R2026-06967,Blando,11,6.02,29.2,0
R2026-06968,Blando,,NaN,21.4,0
R2026-06969,Duro,39,4.45,22.5,0
R2026-06970,Blando,14,115.88,53.5,1
R2026-06971,Blando,-3,4.45,52.3,0
R2026-06972,Blando,12,2.35,23.1,0
R2026-06973,Lluvia,1,5.81,44.6,0
R2026-06974,Medio,36,6.27,48.3,0
R2026-06975,Blando,-2,5.51,46.5,0
R2026-06976,Lluvia,,2.55,51.8,0
R2026-06977,Medio,40,4.24,34.7,0
R2026-06978,Medio,4,2.32,19.7,0
R2026-06979,Lluvia,9,6.05,43.9,1
R2026-06980,Blando,19,2.46,21.2,1
R2026-06981,Lluvia,35,104.94,15.1,0
R2026-06982,Duro,,3.47,37.5,0
R2026-06983,Blando,2,6.03,51.9,0
R2026-06984,Medio,36,5.74,39.2,1
R2026-06985,Lluvia,6,2.24,15.2,0
R2026-06986,Medio,20,5.57,36.5,1
R2026-06987,,12,2.22,19.6,0
R2026-06988,Blando,4,2.41,18.5,0
R2026-06989,Lluvia,25,2.81,14.7,0
R2026-06990,Duro,41,3.6,23.5,0
R2026-06991,Blando,36,4.0,22.8,1
R2026-06992,Duro,16,4.53,47.6,0
R2026-06993,Blando,15,6.11,15.1,0
R2026-06994,Lluvia,18,4.86,44.1,1
R2026-06995,Blando,45,3.91,39.6,1
R2026-06996,Lluvia,16,6.28,19.4,1
R2026-06997,Lluvia,9,4.99,21.5,0
R2026-06998,Medio,13,4.37,54.5,1
R2026-06999,Lluvia,28,5.1,54.0,1
R2026-07000,Blando,41,4.25,19.9,0
R2026-07001,Lluvia,42,2.88,46.9,0
R2026-07002,Lluvia,39,4.08,26.9,1
R2026-07003,Blando,10,2.41,45.3,0
R2026-07004,Lluvia,34,101.19,50.0,1
R2026-07005,Duro,13,2.92,23.3,0
R2026-07006,Medio,-5,2.59,14.2,1
R2026-07007,Blando,10,5.31,34.8,0
R2026-07008,Blando,7,3.4,31.7,1
R2026-07009,Blando,19,4.11,54.6,1
R2026-07010,Medio,21,3.62,31.6,0
R2026-07011,Medio,30,107.99,26.6,0
R2026-07012,Medio,3,6.18,26.2,0
R2026-07013,Lluvia,22,3.07,31.1,0
R2026-07014,Lluvia,11,5.76,14.6,0
R2026-07015,Lluvia,26,,41.3,1
R2026-07016,Medio,34,6.25,47.3,1
R2026-07017,Lluvia,18,2.48,24.0,0
R2026-07018,Duro,26,2.36,30.3,1
R2026-07019,Duro,11,4.43,33.4,1
R2026-07020,Lluvia,2,5.85,31.5,1
R2026-07021,Duro,23,3.86,25.5,0
R2026-07022,Lluvia,36,4.41,49.2,0
R2026-07023,Blando,-7,5.68,35.0,0
R2026-07024,Lluvia,30,3.52,27.5,1
R2026-07025,Blando,33,5.0,32.0,1
R2026-07026,,4,2.5,18.0,0
R2026-07027,Blando,18,4.62,51.0,1
R2026-07028,Medio,8,4.31,42.1,0
R2026-07029,Blando,39,3.47,50.5,0
R2026-07030,Duro,31,4.18,15.0,1
R2026-07031,Medio,45,3.08,42.2,1
R2026-07032,Lluvia,14,6.37,30.1,0
R2026-07033,Duro,8,3.38,21.0,0
R2026-07034,Medio,13,4.8,22.3,0
R2026-07035,Medio,45,2.41,18.9,1
R2026-07036,Lluvia,39,6.01,32.3,1
R2026-07037,Blando,20,2.46,NaN,1
R2026-07038,Duro,36,6.36,49.0,1
R2026-07039,Medio,33,4.56,,1
R2026-07040,Medio,18,3.68,25.7,0
R2026-07041,Duro,29,NaN,18.7,0
R2026-07042,Blando,38,3.07,43.6,1
R2026-07043,Duro,16,2.18,23.3,0
R2026-07044,Blando,23,4.42,16.2,1
R2026-07045,Lluvia,15,4.61,19.8,1
R2026-07046,Medio,45,3.2,49.4,1
R2026-07047,Lluvia,5,6.12,27.1,0
R2026-07048,Blando,18,4.27,44.1,0
R2026-07049,Blando,34,NaN,14.7,1
R2026-07050,Blando,15,2.62,49.3,1
R2026-07051,Medio,16,5.87,35.1,1
R2026-07052,Lluvia,16,5.86,24.5,1
R2026-07053,Blando,44,2.13,31.7,0
R2026-07054,Medio,4,3.27,28.9,1
R2026-07055,Medio,31,3.91,18.0,1
R2026-07056,Lluvia,30,5.37,17.5,1
R2026-07057,Blando,3,5.96,17.2,0
R2026-07058,Medio,25,4.48,37.0,1
R2026-07059,Blando,13,5.04,20.3,0
R2026-07060,Lluvia,31,6.22,25.6,1
R2026-07061,Lluvia,30,5.3,28.9,1
R2026-07062,Medio,36,3.68,49.1,1
R2026-07063,Lluvia,27,,19.3,1
R2026-07064,Lluvia,3,3.98,26.1,0
R2026-07065,Lluvia,36,5.43,36.8,1
R2026-07066,Duro,41,2.25,19.6,0
R2026-07067,Lluvia,-14,6.0,49.5,1
R2026-07068,Medio,32,4.15,16.3,0
R2026-07069,Blando,39,6.21,39.5,1
R2026-07070,Lluvia,44,6.03,45.7,1
R2026-07071,Blando,14,2.55,52.9,1
R2026-07072,Lluvia,1,4.51,22.0,0
R2026-07073,Duro,21,2.69,18.8,0
R2026-07074,Blando,9,NaN,33.7,0
R2026-07075,Lluvia,35,4.55,32.0,0
R2026-07076,Blando,41,,26.6,0
R2026-07077,Blando,37,2.86,30.5,0
R2026-07078,Duro,31,4.23,46.3,0
R2026-07079,Medio,,5.84,53.4,0
R2026-07080,,44,5.01,30.0,0
R2026-07081,Blando,41,4.51,27.5,1
R2026-07082,Duro,39,4.12,43.5,0
R2026-07083,Duro,24,5.84,35.5,1
R2026-07084,Lluvia,6,5.47,49.6,0
R2026-07085,Lluvia,23,3.39,16.4,0
R2026-07086,Duro,8,6.17,14.1,0
R2026-07087,Medio,4,6.14,34.4,0
R2026-07088,Duro,11,,43.6,1
R2026-07089,Duro,15,4.34,26.8,1
R2026-07090,Blando,-11,5.64,34.7,0
R2026-07091,,2,4.17,53.4,1
R2026-07092,Medio,-11,NaN,24.5,0
R2026-07093,Blando,35,6.36,44.9,0
R2026-07094,Medio,40,5.54,32.5,0
R2026-07095,Blando,27,4.23,23.9,0
R2026-07096,Medio,33,NaN,48.2,0
R2026-07097,Lluvia,33,4.35,46.4,1
R2026-07098,Medio,34,4.05,23.3,0
R2026-07099,Medio,15,4.69,29.8,1
R2026-07100,Lluvia,45,3.77,46.8,0
R2026-07101,Duro,25,,51.3,1
R2026-07102,Lluvia,1,5.98,38.0,1
R2026-07103,Blando,20,2.91,15.1,0
R2026-07104,Duro,7,5.57,54.8,1
R2026-07105,Blando,25,2.28,30.2,1
R2026-07106,Blando,33,5.3,48.3,1
R2026-07107,Blando,36,2.16,41.3,1
R2026-07108,,21,5.63,26.6,1
R2026-07109,Lluvia,11,4.01,44.0,0
R2026-07110,Medio,20,5.99,25.8,1
R2026-07111,Medio,25,2.72,42.7,1
R2026-07112,Blando,-4,3.02,32.9,0
R2026-07113,Lluvia,36,3.53,29.4,0
R2026-07114,Medio,5,5.79,51.0,1
R2026-07115,Lluvia,19,3.23,15.6,1
R2026-07116,Lluvia,-5,2.58,40.4,0
R2026-07117,Blando,16,5.51,45.8,0
R2026-07118,Duro,29,2.19,50.9,1
R2026-07119,Lluvia,26,2.8,16.6,0
R2026-07120,Lluvia,44,5.68,49.7,0
R2026-07121,Lluvia,-8,4.78,19.8,1
R2026-07122,Lluvia,3,3.48,29.5,0
R2026-07123,Lluvia,24,3.99,25.6,1
R2026-07124,Duro,25,4.91,25.9,0
R2026-07125,Lluvia,1,4.47,38.0,1
R2026-07126,Blando,10,4.11,48.6,1
R2026-07127,Medio,30,6.28,37.5,0
R2026-07128,Medio,8,2.18,22.3,1
R2026-07129,Lluvia,42,4.97,47.6,0
R2026-07130,Medio,41,91.99,18.0,1
R2026-07131,Medio,17,3.12,50.4,0
R2026-07132,Blando,21,4.04,NaN,0
R2026-07133,,39,5.44,52.4,1
R2026-07134,Lluvia,45,3.41,41.2,0
R2026-07135,Medio,13,5.91,51.1,1
R2026-07136,Duro,35,4.57,26.7,0
R2026-07137,Duro,1,5.41,16.3,0
R2026-07138,Lluvia,-2,3.35,18.6,0
R2026-07139,Lluvia,30,4.73,16.3,1
R2026-07140,Duro,39,3.02,31.0,1
R2026-07141,Medio,-6,4.79,53.1,1
R2026-07142,Blando,42,3.78,33.0,1
R2026-07143,Blando,31,6.1,25.0,1
R2026-07144,Blando,25,3.23,38.1,1
R2026-07145,Lluvia,37,5.41,26.7,1
R2026-07146,Blando,34,2.82,31.3,1
R2026-07147,Duro,43,2.69,20.0,1
R2026-07148,Duro,18,6.29,14.8,0
R2026-07149,Blando,7,4.7,48.7,0
R2026-07150,Blando,17,2.48,24.7,1
R2026-07151,Lluvia,45,2.79,27.1,0
R2026-07152,Blando,28,NaN,31.3,1
R2026-07153,Lluvia,43,5.79,26.9,0
R2026-07154,Medio,NaN,4.26,27.4,1
R2026-07155,Duro,29,3.99,30.3,1
R2026-07156,Blando,,6.3,24.1,0
R2026-07157,Medio,16,3.26,23.5,1
R2026-07158,Medio,44,3.47,31.8,0
R2026-07159,Blando,NaN,5.68,50.7,1
R2026-07160,Blando,24,5.84,35.7,1
R2026-07161,Medio,41,3.57,19.1,0
R2026-07162,Medio,28,5.86,51.0,1
R2026-07163,Medio,27,4.63,43.9,0
R2026-07164,Lluvia,-5,NaN,24.0,1
R2026-07165,Medio,12,2.16,45.9,1
R2026-07166,Duro,21,2.27,26.6,0
R2026-07167,Blando,18,5.37,53.8,1
R2026-07168,Blando,45,4.27,42.2,0
R2026-07169,Duro,33,4.24,37.2,1
R2026-07170,Duro,44,2.59,34.6,1
R2026-07171,Blando,34,2.53,51.5,0
R2026-07172,Blando,14,5.33,25.9,1
R2026-07173,Blando,10,3.14,18.0,1
R2026-07174,Medio,18,2.94,22.2,0
R2026-07175,Blando,44,2.11,24.9,0
R2026-07176,Medio,25,2.63,18.2,0
R2026-07177,Medio,34,3.45,17.4,0
R2026-07178,Blando,41,56.48,51.5,0
R2026-07179,Duro,2,,28.5,1
R2026-07180,Medio,34,6.17,27.1,1
R2026-07181,Blando,11,4.71,25.1,1
R2026-07182,Duro,NaN,2.86,51.5,0
R2026-07183,Lluvia,-11,3.99,20.6,1
R2026-07184,Medio,45,3.51,43.5,0
R2026-07185,Blando,24,4.77,19.6,1
R2026-07186,Lluvia,35,3.45,28.2,1
R2026-07187,Duro,5,4.89,30.4,1
R2026-07188,Duro,33,2.1,51.0,1
R2026-07189,Blando,3,4.15,31.4,0
R2026-07190,Blando,12,4.51,52.6,1
R2026-07191,Medio,31,5.11,19.6,1
R2026-07192,Duro,35,5.61,16.5,1
R2026-07193,Lluvia,34,5.06,35.1,1
R2026-07194,Medio,24,4.02,43.8,1
R2026-07195,Blando,10,5.05,31.4,1
R2026-07196,Blando,31,6.38,35.8,0
R2026-07197,Lluvia,28,3.03,32.7,1
R2026-07198,Duro,-7,2.6,46.8,1
R2026-07199,Lluvia,8,4.56,20.1,1
R2026-07200,Lluvia,31,NaN,NaN,0
R2026-07201,Lluvia,33,2.66,50.5,1
R2026-07202,Lluvia,5,4.12,16.7,0
R2026-07203,,26,2.78,33.4,1
R2026-07204,Lluvia,10,5.56,34.8,1
R2026-07205,Lluvia,NaN,4.43,39.7,1
R2026-07206,Medio,11,3.99,49.9,1
R2026-07207,Lluvia,1,4.26,54.6,1
R2026-07208,,42,2.27,25.6,1
R2026-07209,Medio,,5.12,21.6,1
R2026-07210,Medio,13,4.4,46.3,0
R2026-07211,Medio,33,3.86,43.0,0
R2026-07212,Blando,36,4.7,43.4,0
R2026-07213,Blando,40,3.93,47.6,0
R2026-07214,Blando,45,5.47,50.5,1
R2026-07215,Blando,39,5.09,37.9,0
R2026-07216,Lluvia,38,3.11,44.9,0
R2026-07217,Lluvia,18,2.62,46.9,0
R2026-07218,Medio,14,3.23,24.8,1
R2026-07219,Duro,31,3.4,37.2,1
R2026-07220,Medio,12,2.8,45.6,1
R2026-07221,Medio,17,5.08,20.8,0
R2026-07222,Blando,12,3.01,18.9,0
R2026-07223,Medio,26,2.73,37.9,1
R2026-07224,Duro,-15,5.8,17.2,0
R2026-07225,Duro,25,2.69,27.4,1
R2026-07226,Lluvia,14,2.84,53.9,1
R2026-07227,Medio,25,2.17,49.0,0
R2026-07228,Medio,23,5.19,21.9,1
R2026-07229,Medio,31,2.93,37.8,0
R2026-07230,Lluvia,9,5.38,38.1,1
R2026-07231,Lluvia,1,5.11,17.8,1
R2026-07232,,12,4.07,24.4,1
R2026-07233,Blando,14,3.18,30.4,1
R2026-07234,Lluvia,45,6.13,49.7,1
R2026-07235,Medio,20,4.59,49.2,1
R2026-07236,Lluvia,6,2.6,47.9,1
R2026-07237,Duro,45,,15.1,1
R2026-07238,Lluvia,19,4.09,30.1,0
R2026-07239,Medio,10,2.72,48.1,0
R2026-07240,Lluvia,12,5.63,23.7,0
R2026-07241,Duro,12,4.21,16.6,0
R2026-07242,Lluvia,26,4.13,49.5,1
R2026-07243,Medio,42,4.06,51.0,1
R2026-07244,Blando,21,2.57,50.8,0
R2026-07245,Blando,36,5.39,29.8,1
R2026-07246,Lluvia,42,4.04,38.5,1
R2026-07247,Lluvia,15,3.83,17.3,1
R2026-07248,Lluvia,22,3.85,31.4,0
R2026-07249,Medio,32,6.06,22.0,0
R2026-07250,Duro,45,2.63,25.9,1
R2026-07251,Duro,35,5.71,24.8,0
R2026-07252,Duro,10,3.75,34.6,1
R2026-07253,Medio,19,2.95,15.1,1
R2026-07254,Medio,10,5.52,40.7,1
R2026-07255,Lluvia,,3.34,42.0,1
R2026-07256,Duro,7,4.33,42.6,0
R2026-07257,Duro,31,4.48,53.8,0
R2026-07258,Blando,36,4.98,40.2,1
R2026-07259,Medio,8,4.58,34.7,0
R2026-07260,Lluvia,-5,2.29,15.8,0
R2026-07261,Blando,23,4.46,54.3,1
R2026-07262,Lluvia,-9,2.27,49.1,0
R2026-07263,Duro,36,6.47,28.4,0
R2026-07264,Blando,9,3.39,48.4,0
R2026-07265,Lluvia,-3,4.79,35.1,1
R2026-07266,Duro,12,5.72,21.1,0
R2026-07267,Duro,26,3.15,27.3,0
R2026-07268,Blando,16,6.13,27.7,0
R2026-07269,Lluvia,18,6.32,48.0,1
R2026-07270,Duro,-7,4.73,17.8,0
R2026-07271,Duro,45,2.82,17.6,0
R2026-07272,Duro,7,2.59,31.9,1
R2026-07273,Duro,25,6.4,31.0,1
R2026-07274,Duro,26,4.79,43.5,1
R2026-07275,Blando,20,3.45,20.6,0
R2026-07276,Blando,12,4.86,27.6,1
R2026-07277,Blando,9,6.47,26.2,0
R2026-07278,Duro,18,4.87,51.4,0
R2026-07279,,45,2.28,38.8,0
R2026-07280,Blando,9,5.39,31.8,0
R2026-07281,Duro,8,4.96,51.7,1
R2026-07282,Duro,27,5.65,15.9,0
R2026-07283,Medio,7,4.35,41.7,1
R2026-07284,Medio,33,4.19,53.9,1
R2026-07285,Medio,32,5.57,43.8,0
R2026-07286,Duro,29,4.91,16.5,1
R2026-07287,Duro,-10,4.86,28.8,0
R2026-07288,Medio,15,3.86,22.6,0
R2026-07289,Blando,5,4.73,22.1,1
R2026-07290,Medio,38,3.03,19.5,1
R2026-07291,Lluvia,5,4.72,40.2,1
R2026-07292,Lluvia,20,5.97,38.4,0
R2026-07293,Lluvia,34,3.08,22.2,1
R2026-07294,Duro,1,,47.0,1
R2026-07295,Lluvia,10,4.97,20.4,0
R2026-07296,Lluvia,31,4.45,51.0,0
R2026-07297,Blando,9,5.83,39.2,0
R2026-07298,Medio,39,4.3,20.8,0
R2026-07299,Blando,35,3.81,20.5,1
R2026-07300,Lluvia,12,5.17,45.0,0
R2026-07301,Duro,13,2.34,19.5,0
R2026-07302,Medio,42,4.21,26.5,1
R2026-07303,Blando,20,5.32,20.7,1
