cliente_id,edad,tickets_soporte,metodo_pago,gasto_total,abandono
CLI-07725,36,17,Tarjeta,2346.19,0
CLI-07726,70,17,Transferencia,7280.43,1
CLI-07727,31,8,PayPal,4994.33,1
CLI-07728,210,1,,4617.84,1
CLI-07729,30,20,,2999.39,1
CLI-07730,45,9,Tarjeta,1654.61,0
CLI-07731,40,16,Tarjeta,7135.43,0
CLI-07732,25,17,Tarjeta,2406.42,0
CLI-07733,76,3,,840.89,1
CLI-07734,80,12,PayPal,7942.34,0
CLI-07735,,9,PayPal,6091.86,1
CLI-07736,79,13,Transferencia,7465.53,1
CLI-07737,31,11,Tarjeta,7236.56,0
CLI-07738,27,6,PayPal,-359.96,1
CLI-07739,27,17,Transferencia,2417.35,0
CLI-07740,58,19,Tarjeta,3519.2,0
CLI-07741,35,16,PayPal,341.73,1
CLI-07742,51,6,Tarjeta,265.66,1
CLI-07743,36,20,Tarjeta,-12.35,1
CLI-07744,54,10,Transferencia,4519.21,1
CLI-07745,58,13,Tarjeta,7171.3,1
CLI-07746,54,18,Transferencia,4915.26,1
CLI-07747,40,2,Tarjeta,-211.19,1
CLI-07748,37,12,Transferencia,1585.89,0
CLI-07749,50,NaN,PayPal,7207.98,1
CLI-07750,39,8,Tarjeta,4574.57,0
CLI-07751,26,9,PayPal,2417.26,1
CLI-07752,NaN,3,Transferencia,4537.99,0
CLI-07753,35,3,Transferencia,3597.08,0
CLI-07754,38,2,Tarjeta,4668.09,0
CLI-07755,59,8,PayPal,728.34,1
CLI-07756,59,7,PayPal,-391.1,0
CLI-07757,34,3,Tarjeta,2224.87,1
CLI-07758,51,16,Transferencia,1366.1,1
CLI-07759,41,5,Tarjeta,726.1,0
CLI-07760,NaN,3,PayPal,363.77,0
CLI-07761,18,17,Transferencia,5304.22,0
CLI-07762,0,9,PayPal,7075.06,0
CLI-07763,43,12,PayPal,7419.39,0
CLI-07764,35,5,Transferencia,4550.52,1
CLI-07765,48,9,Tarjeta,1916.86,0
CLI-07766,73,3,PayPal,6941.69,0
CLI-07767,55,0,Transferencia,7045.31,1
CLI-07768,41,1,Tarjeta,6522.11,1
CLI-07769,20,14,PayPal,6298.76,1
CLI-07770,24,3,Transferencia,3243.93,1
CLI-07771,71,1,Tarjeta,730.21,0
CLI-07772,46,11,Transferencia,4464.16,1
CLI-07773,19,NaN,Transferencia,1809.88,0
CLI-07774,36,18,PayPal,5236.67,1
CLI-07775,51,10,PayPal,7730.47,0
CLI-07776,49,12,PayPal,1302.88,0
CLI-07777,29,9,Transferencia,5599.29,1
CLI-07778,19,8,Tarjeta,6501.62,0
CLI-07779,71,19,Transferencia,816.06,0
CLI-07780,NaN,13,Tarjeta,4577.57,0
CLI-07781,70,5,Transferencia,4764.46,0
CLI-07782,67,4,PayPal,6506.04,0
CLI-07783,57,5,Transferencia,4709.08,0
CLI-07784,77,,Tarjeta,477.75,0
CLI-07785,51,1,PayPal,4401.75,1
CLI-07786,73,19,Transferencia,3935.5,1
CLI-07787,64,8,Tarjeta,3581.29,1
CLI-07788,34,8,Tarjeta,3091.57,1
CLI-07789,40,10,Transferencia,2035.98,1
CLI-07790,75,17,Tarjeta,4668.55,0
CLI-07791,26,1,Tarjeta,3270.63,0
CLI-07792,52,11,Tarjeta,6598.48,1
CLI-07793,75,3,,3315.83,0
CLI-07794,69,9,PayPal,7937.59,0
CLI-07795,45,5,Transferencia,3510.48,0
CLI-07796,70,5,Tarjeta,7209.54,1
CLI-07797,31,6,Transferencia,2817.35,0
CLI-07798,77,5,Tarjeta,1403.02,0
CLI-07799,63,17,PayPal,6997.68,0
CLI-07800,,18,PayPal,1521.97,1
CLI-07801,65,15,PayPal,1539.84,1
CLI-07802,68,16,Tarjeta,7983.53,1
CLI-07803,71,11,,437.1,1
CLI-07804,71,6,,2889.85,0
CLI-07805,46,6,Transferencia,61.25,0
CLI-07806,69,12,Transferencia,55.92,1
CLI-07807,70,17,Tarjeta,3209.91,0
CLI-07808,47,12,Transferencia,4783.44,0
CLI-07809,NaN,4,Transferencia,4933.89,1
CLI-07810,37,1,Tarjeta,3094.02,0
CLI-07811,33,5,Tarjeta,4341.88,1
CLI-07812,61,13,PayPal,1683.81,1
CLI-07813,38,8,Transferencia,5591.47,0
CLI-07814,65,5,PayPal,349.18,0
CLI-07815,79,,Transferencia,7950.8,1
CLI-07816,40,11,PayPal,4601.91,1
CLI-07817,79,3,Tarjeta,7608.66,1
CLI-07818,72,17,Tarjeta,3102.94,1
CLI-07819,34,17,Tarjeta,1569.8,1
CLI-07820,57,17,PayPal,1951.03,0
CLI-07821,32,17,Transferencia,2737.4,1
CLI-07822,51,5,Transferencia,164.72,0
CLI-07823,30,19,PayPal,2040.55,0
CLI-07824,50,11,Tarjeta,4690.81,0
CLI-07825,63,17,Transferencia,694.06,0
CLI-07826,50,18,Transferencia,5300.45,1
CLI-07827,68,13,Transferencia,3441.29,1
CLI-07828,62,7,,,1
CLI-07829,69,10,PayPal,5932.71,1
CLI-07830,32,15,Transferencia,5809.93,1
CLI-07831,65,20,PayPal,2920.33,0
CLI-07832,52,17,Tarjeta,2337.79,0
CLI-07833,43,0,Transferencia,-388.57,0
CLI-07834,47,2,PayPal,5984.91,1
CLI-07835,18,1,,5164.93,0
CLI-07836,48,11,Transferencia,NaN,0
CLI-07837,24,9,Tarjeta,1981.54,0
CLI-07838,53,3,,4311.53,1
CLI-07839,64,19,,4899.56,1
CLI-07840,29,0,PayPal,3921.64,1
CLI-07841,NaN,,Tarjeta,3521.21,1
CLI-07842,27,20,Transferencia,3575.45,1
CLI-07843,64,6,Tarjeta,2113.34,0
CLI-07844,59,18,Tarjeta,4609.04,1
CLI-07845,41,11,PayPal,6535.66,1
CLI-07846,46,5,Transferencia,6823.74,1
CLI-07847,150,3,PayPal,5862.04,1
CLI-07848,61,7,,4488.22,1
CLI-07849,73,17,PayPal,6632.01,1
CLI-07850,73,11,Transferencia,4002.15,0
CLI-07851,53,14,PayPal,5483.96,1
CLI-07852,38,15,PayPal,,1
CLI-07853,19,2,Transferencia,5237.47,1
CLI-07854,33,14,Transferencia,4191.59,1
CLI-07855,58,16,PayPal,,0
CLI-07856,39,14,Transferencia,349.68,0
CLI-07857,69,15,Transferencia,4646.5,1
CLI-07858,53,8,,6263.42,0
CLI-07859,33,15,PayPal,2031.45,0
CLI-07860,48,3,Tarjeta,755.62,1
CLI-07861,34,0,Transferencia,6650.38,0
CLI-07862,72,0,Tarjeta,842.28,0
CLI-07863,55,18,Tarjeta,1695.15,1
CLI-07864,37,2,Tarjeta,5008.99,0
CLI-07865,150,10,Tarjeta,7855.79,0
CLI-07866,47,12,Tarjeta,5214.04,0
CLI-07867,70,6,Tarjeta,1648.85,0
CLI-07868,20,5,Transferencia,692.75,0
CLI-07869,150,0,PayPal,6951.99,1
CLI-07870,18,18,PayPal,5303.68,1
CLI-07871,20,4,PayPal,5139.43,1
CLI-07872,77,14,,1773.47,1
CLI-07873,22,19,Tarjeta,3197.05,0
CLI-07874,59,10,Transferencia,4627.1,1
CLI-07875,80,19,Tarjeta,748.85,0
CLI-07876,25,7,Transferencia,4046.4,1
CLI-07877,70,9,Transferencia,7974.8,0
CLI-07878,49,2,PayPal,6232.97,1
CLI-07879,64,10,Tarjeta,5586.47,1
CLI-07880,29,,Tarjeta,7871.83,0
CLI-07881,78,11,PayPal,1259.05,1
CLI-07882,21,2,Transferencia,2112.02,0
CLI-07883,77,20,Transferencia,6358.12,0
CLI-07884,20,4,PayPal,2471.05,1
CLI-07885,70,7,Tarjeta,1700.5,1
CLI-07886,71,0,,2279.7,0
CLI-07887,55,11,Tarjeta,5852.92,1
CLI-07888,22,3,Transferencia,1099.04,0
CLI-07889,56,7,Transferencia,3435.91,0
CLI-07890,51,3,Transferencia,630.41,0
CLI-07891,40,8,PayPal,2255.93,0
CLI-07892,50,3,PayPal,6481.21,1
CLI-07893,48,7,Transferencia,2362.76,1
CLI-07894,75,5,,1353.83,1
CLI-07895,57,0,Transferencia,1146.26,1
CLI-07896,18,9,Tarjeta,-427.62,1
CLI-07897,20,9,Tarjeta,2598.34,0
CLI-07898,37,18,Tarjeta,421.72,1
CLI-07899,57,12,PayPal,5869.99,0
CLI-07900,75,19,PayPal,7799.51,0
CLI-07901,20,1,Transferencia,1711.01,0
CLI-07902,35,20,PayPal,1970.89,1
CLI-07903,59,1,Tarjeta,3160.93,1
CLI-07904,49,19,PayPal,5939.74,1
CLI-07905,25,11,Tarjeta,3440.8,0
CLI-07906,18,9,Transferencia,1958.69,1
CLI-07907,37,4,PayPal,319.79,0
CLI-07908,40,6,PayPal,2219.55,1
CLI-07909,46,18,Transferencia,6044.94,1
CLI-07910,23,8,Transferencia,295.43,0
CLI-07911,33,4,PayPal,6055.7,1
CLI-07912,62,7,PayPal,3779.69,1
CLI-07913,21,17,Transferencia,3420.02,1
CLI-07914,26,4,,769.0,1
CLI-07915,53,19,PayPal,4385.22,0
CLI-07916,50,6,,254.54,0
CLI-07917,32,20,PayPal,6034.54,1
CLI-07918,47,20,Transferencia,419.1,1
CLI-07919,33,13,Tarjeta,5806.39,1
CLI-07920,54,8,Tarjeta,5338.22,0
CLI-07921,47,0,Transferencia,6848.77,1
CLI-07922,35,7,Tarjeta,369.27,1
CLI-07923,47,5,,3247.1,1
CLI-07924,52,7,Tarjeta,712.23,1
CLI-07925,48,7,PayPal,222.78,1
CLI-07926,36,10,PayPal,1100.22,1
CLI-07927,36,9,Tarjeta,5992.26,1
CLI-07928,68,16,Tarjeta,7954.34,0
CLI-07929,36,6,Tarjeta,7170.94,0
CLI-07930,37,3,Transferencia,1053.49,1
CLI-07931,59,14,Transferencia,2035.77,0
CLI-07932,76,20,PayPal,6942.84,0
CLI-07933,76,17,Transferencia,767.57,1
CLI-07934,40,15,Tarjeta,2624.97,1
CLI-07935,57,13,Transferencia,5470.74,1
CLI-07936,20,9,Transferencia,4836.65,0
CLI-07937,31,14,PayPal,2743.38,1
CLI-07938,46,12,Tarjeta,848.53,1
CLI-07939,24,14,PayPal,,1
CLI-07940,63,11,Transferencia,3026.96,0
CLI-07941,68,,Transferencia,2432.52,0
CLI-07942,19,16,PayPal,4762.72,0
CLI-07943,22,17,Transferencia,766.98,0
CLI-07944,23,1,PayPal,5480.25,0
CLI-07945,33,4,Tarjeta,3764.88,1
CLI-07946,39,8,PayPal,2508.24,1
CLI-07947,39,0,Tarjeta,2820.79,1
CLI-07948,73,14,PayPal,1165.71,1
CLI-07949,50,16,Tarjeta,7689.75,0
CLI-07950,71,4,PayPal,1683.69,1
CLI-07951,53,16,PayPal,4084.97,1
CLI-07952,49,6,PayPal,537.77,1
CLI-07953,28,0,PayPal,6381.84,0
CLI-07954,62,6,PayPal,4906.56,1
CLI-07955,58,4,PayPal,NaN,0
CLI-07956,29,16,Tarjeta,1483.27,0
CLI-07957,69,15,Transferencia,4210.23,0
CLI-07958,40,16,PayPal,5635.47,0
CLI-07959,23,6,Tarjeta,1892.17,1
CLI-07960,35,15,Transferencia,2419.62,1
CLI-07961,57,18,,1634.77,1
CLI-07962,38,0,Transferencia,7340.73,0
CLI-07963,18,4,PayPal,4249.37,1
CLI-07964,64,1,Tarjeta,7519.0,1
CLI-07965,42,7,,1926.74,0
CLI-07966,78,10,Tarjeta,6693.46,1
CLI-07967,45,5,Tarjeta,6103.47,1
CLI-07968,56,,Tarjeta,7767.21,0
CLI-07969,32,9,Transferencia,6122.8,0
CLI-07970,,16,Transferencia,7633.39,0
CLI-07971,0,17,PayPal,1038.63,0
CLI-07972,52,8,Tarjeta,3748.25,1
CLI-07973,42,19,Transferencia,3273.63,0
CLI-07974,57,18,PayPal,667.42,1
CLI-07975,63,2,PayPal,2949.41,1
CLI-07976,45,13,Tarjeta,3545.85,1
CLI-07977,24,12,Transferencia,-75.13,1
CLI-07978,79,9,Transferencia,4902.93,0
CLI-07979,73,NaN,PayPal,6699.74,0
CLI-07980,35,4,Transferencia,2093.96,1
CLI-07981,80,10,Tarjeta,4146.3,1
CLI-07982,63,7,Tarjeta,NaN,1
CLI-07983,56,5,PayPal,1050.8,1
CLI-07984,57,2,PayPal,4839.72,0
CLI-07985,19,12,PayPal,1128.68,1
CLI-07986,24,17,,4379.51,0
CLI-07987,72,16,Transferencia,1204.7,1
CLI-07988,60,6,PayPal,73.84,1
CLI-07989,40,17,Transferencia,1189.71,0
CLI-07990,77,12,Transferencia,1217.39,0
CLI-07991,36,10,Tarjeta,5677.39,1
CLI-07992,49,5,PayPal,4199.53,0
CLI-07993,41,15,PayPal,827.69,0
CLI-07994,210,2,PayPal,433.58,0
CLI-07995,NaN,4,Tarjeta,987.84,0
CLI-07996,NaN,12,PayPal,NaN,1
CLI-07997,40,18,Tarjeta,1496.15,1
CLI-07998,66,19,Tarjeta,3839.87,0
CLI-07999,65,4,Tarjeta,2693.93,1
CLI-08000,51,12,PayPal,2796.43,0
CLI-08001,73,19,Tarjeta,-291.62,0
CLI-08002,62,9,PayPal,496.65,1
CLI-08003,77,13,Transferencia,4953.56,0
CLI-08004,150,4,Transferencia,4855.49,0
CLI-08005,18,0,,1089.33,1
CLI-08006,43,2,Tarjeta,7654.76,0
CLI-08007,74,8,PayPal,3763.61,0
CLI-08008,38,3,Transferencia,3233.14,0
CLI-08009,61,19,Tarjeta,6183.58,0
CLI-08010,74,2,Tarjeta,6100.38,0
CLI-08011,42,1,Tarjeta,4247.15,1
CLI-08012,32,20,Tarjeta,5098.34,1
CLI-08013,46,18,Transferencia,518.44,0
CLI-08014,25,8,Tarjeta,2467.65,0
CLI-08015,37,9,PayPal,2167.62,0
CLI-08016,67,3,Tarjeta,5363.49,0
CLI-08017,30,6,Transferencia,7269.26,1
CLI-08018,28,0,Tarjeta,6164.29,1
CLI-08019,73,12,Transferencia,1544.41,1
CLI-08020,77,10,PayPal,756.32,0
CLI-08021,62,20,Tarjeta,3816.3,0
CLI-08022,34,9,PayPal,2417.36,1
CLI-08023,59,1,Transferencia,4817.08,0
CLI-08024,50,8,Tarjeta,6918.84,1
CLI-08025,25,12,PayPal,7226.31,0
CLI-08026,56,8,Transferencia,3023.88,0
CLI-08027,36,20,PayPal,659.78,1
CLI-08028,74,16,,,0
CLI-08029,68,6,Tarjeta,1525.19,0
CLI-08030,NaN,17,PayPal,3350.31,1
CLI-08031,63,1,Transferencia,7995.67,1
CLI-08032,-5,5,Tarjeta,,0
CLI-08033,37,7,PayPal,2609.24,0
CLI-08034,71,12,,1696.08,0
CLI-08035,59,17,Transferencia,22.87,0
CLI-08036,31,5,PayPal,2235.33,1
CLI-08037,71,10,Transferencia,2918.74,0
CLI-08038,37,15,Transferencia,981.88,0
CLI-08039,18,11,Tarjeta,4416.01,1
CLI-08040,210,6,Transferencia,389.16,0
CLI-08041,20,4,PayPal,1856.22,0
CLI-08042,53,0,Tarjeta,5099.3,0
CLI-08043,-5,9,Tarjeta,5612.38,1
CLI-08044,41,9,Tarjeta,6994.87,0
CLI-08045,26,0,Tarjeta,3195.42,1
CLI-08046,63,8,Tarjeta,2404.9,0
CLI-08047,210,,Transferencia,6749.4,1
CLI-08048,32,10,PayPal,3852.06,1
CLI-08049,42,17,Tarjeta,5527.23,0
CLI-08050,65,4,PayPal,2557.71,1
CLI-08051,62,10,,4375.12,1
CLI-08052,73,16,Tarjeta,7766.57,1
CLI-08053,,16,Transferencia,190.97,0
CLI-08054,49,9,Transferencia,3380.04,0
CLI-08055,74,18,Tarjeta,6868.94,0
CLI-08056,79,15,Transferencia,6361.24,1
CLI-08057,18,16,,2596.67,1
CLI-08058,26,18,Tarjeta,3009.48,0
CLI-08059,42,9,Transferencia,6554.36,1
CLI-08060,58,18,PayPal,7340.12,1
CLI-08061,70,0,Tarjeta,5122.95,1
CLI-08062,54,11,PayPal,5017.34,1
CLI-08063,50,19,Tarjeta,NaN,0
CLI-08064,19,19,Transferencia,5924.68,1
CLI-08065,51,7,Transferencia,636.06,0
CLI-08066,69,17,PayPal,6503.27,1
CLI-08067,58,16,Tarjeta,7423.81,0
CLI-08068,43,3,Tarjeta,2088.94,0
CLI-08069,53,5,Transferencia,289.55,0
CLI-08070,33,11,Tarjeta,3447.74,0
CLI-08071,65,9,Tarjeta,4935.64,0
CLI-08072,27,19,PayPal,7016.98,0
CLI-08073,43,18,Transferencia,7743.48,0
CLI-08074,44,16,PayPal,7932.87,0
CLI-08075,66,2,Tarjeta,6381.9,0
CLI-08076,18,14,PayPal,4307.06,1
CLI-08077,57,9,,6636.25,1
CLI-08078,50,1,PayPal,6852.65,1
CLI-08079,33,4,Tarjeta,-175.64,1
CLI-08080,19,13,Tarjeta,229.03,0
CLI-08081,150,4,Tarjeta,5278.13,1
CLI-08082,47,11,Tarjeta,2295.06,1
CLI-08083,0,,PayPal,2635.72,1
CLI-08084,NaN,1,Tarjeta,7371.43,0
CLI-08085,58,18,Transferencia,2687.93,1
CLI-08086,25,11,Tarjeta,3000.18,1
CLI-08087,62,7,Tarjeta,2448.66,1
CLI-08088,33,2,Tarjeta,599.99,0
CLI-08089,34,20,Transferencia,3673.51,0
CLI-08090,40,10,Tarjeta,5658.46,0
CLI-08091,28,15,Tarjeta,7487.39,0
CLI-08092,26,10,Tarjeta,7828.49,1
CLI-08093,150,4,PayPal,1965.99,1
CLI-08094,74,12,PayPal,1846.11,0
CLI-08095,29,3,PayPal,,1
CLI-08096,63,20,Transferencia,-5.52,1
CLI-08097,NaN,10,Tarjeta,7360.32,1
CLI-08098,30,16,,1312.16,1
CLI-08099,75,8,Tarjeta,7696.32,1
CLI-08100,55,16,Transferencia,364.31,1
CLI-08101,60,19,PayPal,-396.92,0
CLI-08102,63,5,PayPal,NaN,0
CLI-08103,47,13,Tarjeta,7736.99,0
CLI-08104,73,18,Tarjeta,-293.54,1
CLI-08105,37,5,Transferencia,7838.69,1
CLI-08106,53,12,Transferencia,2165.72,1
CLI-08107,18,19,PayPal,6886.81,0
CLI-08108,73,5,Transferencia,7482.12,0
CLI-08109,24,20,Tarjeta,1396.38,1
CLI-08110,53,8,Tarjeta,556.68,0
CLI-08111,30,16,Transferencia,6763.59,1
CLI-08112,69,19,Transferencia,1973.65,1
CLI-08113,56,7,Tarjeta,1986.62,0
CLI-08114,73,10,Transferencia,859.17,1
CLI-08115,32,10,PayPal,2562.9,0
CLI-08116,19,19,Transferencia,4349.14,1
CLI-08117,79,18,Transferencia,4898.63,1
CLI-08118,72,18,Tarjeta,2072.39,0
CLI-08119,210,15,Tarjeta,6704.56,1
CLI-08120,45,8,Tarjeta,2319.49,0
CLI-08121,31,20,Transferencia,4999.12,1
CLI-08122,53,18,Tarjeta,1407.33,0
CLI-08123,64,18,Tarjeta,7916.93,1
CLI-08124,80,13,Tarjeta,3898.02,1
CLI-08125,,10,Transferencia,1145.93,0
CLI-08126,73,3,Tarjeta,645.93,0
CLI-08127,52,20,Transferencia,6850.74,0
CLI-08128,74,14,Transferencia,6511.58,1
CLI-08129,23,17,Transferencia,5679.48,0
CLI-08130,35,,PayPal,1695.3,0
CLI-08131,25,8,Transferencia,4231.83,0
CLI-08132,27,12,PayPal,2169.69,1
CLI-08133,80,12,Transferencia,394.34,1
CLI-08134,77,20,Transferencia,-185.55,0
CLI-08135,29,5,PayPal,347.85,0
CLI-08136,39,17,Transferencia,4992.15,1
CLI-08137,31,8,PayPal,6531.72,0
CLI-08138,74,3,Transferencia,-352.39,0
CLI-08139,37,15,Transferencia,6689.86,1
CLI-08140,78,9,Transferencia,784.63,1
CLI-08141,59,2,PayPal,4445.98,1
CLI-08142,40,14,Transferencia,6275.22,1
CLI-08143,52,8,Tarjeta,7857.58,0
CLI-08144,62,9,PayPal,2606.76,1
CLI-08145,58,10,Transferencia,6751.48,0
CLI-08146,75,17,PayPal,NaN,0
CLI-08147,36,6,,2572.27,0
CLI-08148,71,0,Transferencia,7606.19,0
CLI-08149,76,,Tarjeta,6838.37,0
CLI-08150,210,1,PayPal,6733.07,1
CLI-08151,76,17,,7602.69,0
CLI-08152,21,13,Tarjeta,2208.85,0
CLI-08153,48,19,Transferencia,730.4,1
CLI-08154,37,11,Tarjeta,7666.82,0
CLI-08155,40,15,PayPal,359.18,0
CLI-08156,43,8,PayPal,7891.06,0
CLI-08157,72,18,Tarjeta,2322.61,0
CLI-08158,45,0,Transferencia,4722.74,0
CLI-08159,44,16,Transferencia,5180.19,1
CLI-08160,40,19,,1090.59,0
CLI-08161,61,12,Transferencia,7699.55,0
CLI-08162,NaN,6,PayPal,666.3,1
CLI-08163,26,2,Transferencia,5160.93,0
CLI-08164,71,2,PayPal,7488.05,0
CLI-08165,32,5,Transferencia,7559.6,1
CLI-08166,68,20,Transferencia,4555.1,1
CLI-08167,57,10,Transferencia,7781.62,1
CLI-08168,77,16,Tarjeta,684.92,1
CLI-08169,39,20,Tarjeta,3858.66,1
CLI-08170,72,3,PayPal,5370.98,1
CLI-08171,75,15,Tarjeta,2398.45,1
CLI-08172,23,10,Tarjeta,1139.39,1
CLI-08173,64,10,Tarjeta,1598.48,0
CLI-08174,52,1,Tarjeta,7354.91,1
CLI-08175,67,17,Tarjeta,7126.6,0
CLI-08176,25,8,PayPal,6157.63,1
CLI-08177,65,17,Transferencia,6150.53,0
CLI-08178,36,12,Transferencia,3996.41,1
CLI-08179,40,12,Transferencia,4486.81,0
CLI-08180,42,0,Tarjeta,4915.35,0
CLI-08181,55,14,PayPal,7153.56,1
CLI-08182,69,0,Tarjeta,244.72,1
CLI-08183,50,10,PayPal,3626.89,1
CLI-08184,25,11,Tarjeta,6961.17,1
CLI-08185,40,9,Tarjeta,3546.22,0
CLI-08186,72,1,Tarjeta,1961.57,1
CLI-08187,52,15,PayPal,5116.33,1
CLI-08188,22,20,PayPal,7731.19,1
CLI-08189,71,1,PayPal,493.45,0
CLI-08190,65,18,Tarjeta,6843.02,1
CLI-08191,73,10,Tarjeta,3632.46,0
CLI-08192,46,16,Tarjeta,6837.82,0
CLI-08193,34,5,PayPal,6006.75,1
CLI-08194,24,17,Tarjeta,3415.74,0
CLI-08195,58,14,PayPal,5185.26,1
CLI-08196,50,4,Tarjeta,1774.37,1
CLI-08197,45,12,,1640.1,0
CLI-08198,-5,6,Transferencia,43.14,1
CLI-08199,63,3,Tarjeta,6886.48,1
CLI-08200,0,13,PayPal,5880.55,0
CLI-08201,78,9,PayPal,3835.83,1
CLI-08202,46,7,Tarjeta,1638.96,1
CLI-08203,69,4,Transferencia,2091.14,0
CLI-08204,NaN,14,Transferencia,1284.67,0
CLI-08205,72,0,PayPal,2021.41,0
CLI-08206,38,8,Transferencia,2104.69,1
CLI-08207,23,2,Transferencia,3833.46,1
CLI-08208,32,5,Transferencia,6187.71,0
CLI-08209,27,2,Tarjeta,7473.69,1
CLI-08210,71,19,PayPal,3441.21,1
CLI-08211,70,19,Tarjeta,7711.45,1
CLI-08212,71,15,Tarjeta,7243.28,1
CLI-08213,22,17,Tarjeta,6615.36,0
CLI-08214,79,19,Tarjeta,1906.03,0
CLI-08215,32,8,Tarjeta,3493.41,1
CLI-08216,69,11,Tarjeta,2531.37,1
CLI-08217,37,7,Transferencia,5935.33,1
CLI-08218,44,20,PayPal,7929.62,0
CLI-08219,62,7,PayPal,3450.87,1
CLI-08220,66,13,Transferencia,6251.93,0
CLI-08221,48,NaN,Tarjeta,4051.46,1
CLI-08222,26,11,Transferencia,6658.46,0
CLI-08223,46,10,Transferencia,5317.01,1
CLI-08224,75,12,PayPal,3886.57,1
CLI-08225,77,5,Tarjeta,1476.0,1
CLI-08226,70,5,Tarjeta,3305.85,0
CLI-08227,39,11,Transferencia,6955.04,1
CLI-08228,23,10,,6479.02,0
CLI-08229,71,4,Tarjeta,3659.98,0
CLI-08230,52,11,PayPal,10.61,0
CLI-08231,74,10,Tarjeta,1136.76,0
CLI-08232,72,7,Transferencia,4494.95,1
CLI-08233,66,8,PayPal,5208.17,1
CLI-08234,30,3,Transferencia,4986.62,1
CLI-08235,25,20,PayPal,7392.18,1
CLI-08236,25,8,Tarjeta,7469.97,1
CLI-08237,42,0,Transferencia,2561.84,1
CLI-08238,65,13,Transferencia,1620.35,1
CLI-08239,30,19,PayPal,2528.67,0
CLI-08240,39,20,Tarjeta,7451.24,0
CLI-08241,73,12,Tarjeta,3472.52,0
CLI-08242,29,14,PayPal,7164.95,1
CLI-08243,18,18,PayPal,5491.59,0
CLI-08244,38,10,Tarjeta,3928.75,1
CLI-08245,41,11,Tarjeta,7377.64,1
CLI-08246,59,15,PayPal,1604.24,0
CLI-08247,51,3,,7912.57,1
CLI-08248,33,,Transferencia,7510.17,0
CLI-08249,210,11,PayPal,5112.74,0
CLI-08250,52,17,Tarjeta,301.94,0
CLI-08251,78,12,Transferencia,2989.17,0
CLI-08252,69,2,Transferencia,1480.29,0
CLI-08253,42,13,Transferencia,1227.67,0
CLI-08254,0,11,PayPal,2689.09,1
CLI-08255,37,9,PayPal,3067.13,0
CLI-08256,39,17,PayPal,2817.78,0
CLI-08257,68,17,PayPal,2944.74,1
CLI-08258,20,17,Transferencia,3370.32,0
CLI-08259,59,2,Tarjeta,5582.09,0
CLI-08260,24,13,PayPal,6935.44,1
CLI-08261,77,16,PayPal,5928.65,1
CLI-08262,47,10,PayPal,1169.31,1
CLI-08263,48,3,PayPal,NaN,0
CLI-08264,72,20,PayPal,4354.53,1
CLI-08265,70,18,Transferencia,3605.43,1
CLI-08266,47,19,PayPal,217.44,1
CLI-08267,43,10,PayPal,7014.7,0
CLI-08268,44,15,Tarjeta,4196.72,1
CLI-08269,,20,PayPal,2109.49,1
CLI-08270,74,8,PayPal,4887.01,1
CLI-08271,70,2,Tarjeta,1751.29,1
CLI-08272,58,8,PayPal,5228.12,0
CLI-08273,42,3,PayPal,7222.41,0
CLI-08274,64,10,Transferencia,3602.7,1
CLI-08275,79,8,PayPal,505.33,0
CLI-08276,52,0,Transferencia,7907.97,1
CLI-08277,47,3,,2485.33,0
CLI-08278,41,13,Transferencia,7866.42,1
CLI-08279,36,14,,1947.45,1
CLI-08280,78,14,Transferencia,1347.92,0
CLI-08281,54,6,PayPal,3650.2,0
CLI-08282,40,9,Tarjeta,7565.7,0
CLI-08283,,20,PayPal,2205.28,0
CLI-08284,23,1,Transferencia,4431.02,0
CLI-08285,53,6,Tarjeta,1503.73,0
CLI-08286,,13,Transferencia,7666.23,0
CLI-08287,49,15,PayPal,2062.97,0
CLI-08288,28,17,Transferencia,445.08,1
CLI-08289,73,15,Transferencia,1929.22,1
CLI-08290,26,13,PayPal,4173.49,1
CLI-08291,47,13,Transferencia,1388.52,1
CLI-08292,62,5,PayPal,NaN,1
CLI-08293,18,7,Tarjeta,635.97,1
CLI-08294,48,1,Tarjeta,2153.28,0
CLI-08295,33,10,PayPal,5850.56,0
CLI-08296,57,5,Transferencia,1167.26,0
CLI-08297,73,16,Tarjeta,NaN,0
CLI-08298,29,1,Tarjeta,6323.49,1
CLI-08299,46,7,Tarjeta,4384.51,0
CLI-08300,0,17,Tarjeta,4481.71,1
CLI-08301,79,4,Tarjeta,7961.85,1
CLI-08302,18,10,Transferencia,6165.58,1
CLI-08303,150,17,,7490.54,1
CLI-08304,52,16,PayPal,7527.78,1
CLI-08305,80,3,PayPal,2753.54,1
CLI-08306,56,18,Transferencia,3468.35,0
CLI-08307,62,0,PayPal,2349.73,1
CLI-08308,70,12,Transferencia,5958.97,1
CLI-08309,41,6,Tarjeta,661.32,1
CLI-08310,68,NaN,PayPal,6792.4,1
CLI-08311,71,12,PayPal,7570.64,0
CLI-08312,52,0,Transferencia,2605.12,0
CLI-08313,,7,PayPal,178.65,1
CLI-08314,34,2,Tarjeta,7575.41,1
CLI-08315,26,16,Tarjeta,2463.88,0
CLI-08316,23,9,Tarjeta,4242.56,0
