nodo_id,distro_linux,uso_cpu_pct,uso_ram_gb,temperatura_c,fallo_sistema
SRV-05938,Ubuntu,64.6,NaN,35.8,0
SRV-05939,CachyOS,85.9,53.5,,1
SRV-05940,CachyOS,4.3,64.0,39.2,0
SRV-05941,Fedora,68.3,15.9,33.9,1
SRV-05942,Fedora,84.7,,59.7,0
SRV-05943,Fedora,88.4,62.5,43.6,1
SRV-05944,Fedora,92.7,55.9,83.8,1
SRV-05945,Arch,52.0,23.6,90.4,1
SRV-05946,Fedora,15.7,32.9,67.9,1
SRV-05947,Ubuntu,38.1,,73.5,0
SRV-05948,Ubuntu,93.5,5.2,57.2,0
SRV-05949,Ubuntu,72.6,38.4,28.3,1
SRV-05950,,73.5,3.4,37.5,1
SRV-05951,Fedora,11.6,23.0,86.1,0
SRV-05952,Arch,28.1,45.0,36.9,1
SRV-05953,,56.7,1.2,64.4,1
SRV-05954,Ubuntu,83.1,10.7,NaN,0
SRV-05955,Fedora,46.0,11.4,83.5,1
SRV-05956,CachyOS,58.7,6.9,54.9,1
SRV-05957,Ubuntu,53.0,60.9,28.5,0
SRV-05958,CachyOS,,55.2,53.2,0
SRV-05959,Fedora,23.5,60.1,62.5,0
SRV-05960,Arch,48.3,12.5,68.3,1
SRV-05961,Ubuntu,764.4,33.1,28.5,0
SRV-05962,CachyOS,15.3,31.2,30.1,0
SRV-05963,Fedora,25.3,51.5,86.7,0
SRV-05964,Arch,70.7,56.8,53.3,1
SRV-05965,Arch,45.7,42.6,52.9,1
SRV-05966,Ubuntu,32.3,13.2,43.2,0
SRV-05967,Arch,43.2,5.8,50.8,0
SRV-05968,Fedora,26.6,49.6,31.4,0
SRV-05969,Fedora,47.8,26.5,NaN,0
SRV-05970,Fedora,97.2,47.7,86.6,1
SRV-05971,Ubuntu,81.6,26.6,35.1,1
SRV-05972,CachyOS,12.4,1.9,31.3,0
SRV-05973,Fedora,13.0,29.8,70.7,1
SRV-05974,Fedora,29.1,9.6,67.8,1
SRV-05975,Fedora,,51.4,48.3,1
SRV-05976,CachyOS,91.3,35.8,33.4,0
SRV-05977,Ubuntu,21.3,30.0,56.8,1
SRV-05978,Arch,40.7,38.3,65.1,1
SRV-05979,,63.8,57.1,35.5,1
SRV-05980,Arch,61.1,34.0,47.9,1
SRV-05981,,19.4,39.1,91.6,0
SRV-05982,Ubuntu,2.8,17.1,92.7,0
SRV-05983,Ubuntu,47.2,45.5,45.9,1
SRV-05984,Ubuntu,16.1,42.6,70.0,1
SRV-05985,CachyOS,80.6,24.7,69.1,0
SRV-05986,CachyOS,73.0,32.5,NaN,1
SRV-05987,Arch,32.7,15.1,56.6,0
SRV-05988,Ubuntu,90.2,22.9,59.5,1
SRV-05989,Fedora,75.8,20.6,71.5,1
SRV-05990,CachyOS,48.1,63.1,53.0,0
SRV-05991,Fedora,50.1,50.2,90.9,1
SRV-05992,CachyOS,33.1,4.3,61.4,1
SRV-05993,CachyOS,70.1,57.1,57.4,1
SRV-05994,CachyOS,46.9,49.7,482.0,0
SRV-05995,Fedora,75.5,62.0,50.8,0
SRV-05996,Ubuntu,19.4,62.9,42.1,1
SRV-05997,Arch,26.7,38.4,NaN,0
SRV-05998,Fedora,48.3,59.9,68.7,1
SRV-05999,Ubuntu,52.3,29.2,64.9,0
SRV-06000,Ubuntu,70.4,30.7,NaN,0
SRV-06001,Ubuntu,18.4,38.4,77.4,0
SRV-06002,Ubuntu,11.8,2.5,84.7,1
SRV-06003,Ubuntu,15.8,42.5,61.5,1
SRV-06004,CachyOS,54.4,63.8,,1
SRV-06005,CachyOS,41.1,29.4,44.7,1
SRV-06006,Ubuntu,86.1,10.9,63.8,1
SRV-06007,CachyOS,9.5,33.5,92.6,1
SRV-06008,CachyOS,10.7,55.7,39.0,0
SRV-06009,Ubuntu,36.4,26.6,90.9,0
SRV-06010,Fedora,60.0,11.2,74.7,0
SRV-06011,Ubuntu,77.4,33.2,45.7,0
SRV-06012,CachyOS,47.1,8.9,64.8,1
SRV-06013,CachyOS,51.1,13.4,48.8,1
SRV-06014,Fedora,21.5,63.8,72.5,1
SRV-06015,Arch,72.9,42.9,37.4,1
SRV-06016,Ubuntu,95.6,9.2,62.4,1
SRV-06017,Arch,51.3,19.3,43.6,1
SRV-06018,Fedora,90.5,57.3,31.3,0
SRV-06019,Ubuntu,6.6,14.9,67.5,1
SRV-06020,CachyOS,80.8,59.2,71.9,1
SRV-06021,CachyOS,NaN,63.3,34.9,1
SRV-06022,Fedora,21.3,50.1,72.6,1
SRV-06023,Arch,26.8,6.9,88.5,0
SRV-06024,CachyOS,50.5,60.9,67.4,1
SRV-06025,Fedora,83.8,33.1,62.4,0
SRV-06026,Ubuntu,NaN,42.9,44.8,0
SRV-06027,Fedora,12.3,61.4,75.1,1
SRV-06028,Fedora,41.9,45.2,59.5,0
SRV-06029,Arch,22.3,45.8,76.5,1
SRV-06030,Arch,,36.2,29.1,0
SRV-06031,Ubuntu,4.7,24.7,93.9,0
SRV-06032,Fedora,12.0,12.4,89.5,0
SRV-06033,Fedora,55.1,47.3,75.1,1
SRV-06034,CachyOS,70.3,51.6,89.4,0
SRV-06035,,65.8,45.8,34.4,0
SRV-06036,Arch,48.4,4.0,62.9,0
SRV-06037,CachyOS,97.6,18.4,37.7,1
SRV-06038,CachyOS,27.5,57.9,33.7,1
SRV-06039,Fedora,17.9,35.3,84.8,0
SRV-06040,Ubuntu,43.2,25.2,37.8,1
SRV-06041,Fedora,50.3,4.0,92.6,1
SRV-06042,Arch,74.8,18.6,40.5,0
SRV-06043,Arch,73.7,42.3,77.8,1
SRV-06044,Arch,56.1,15.4,39.5,0
SRV-06045,Ubuntu,49.5,25.1,,0
SRV-06046,Ubuntu,46.0,24.6,NaN,1
SRV-06047,Arch,91.7,7.5,29.9,1
SRV-06048,Arch,93.7,59.4,53.2,1
SRV-06049,Ubuntu,34.4,56.3,43.7,1
SRV-06050,Fedora,22.2,30.8,83.3,1
SRV-06051,Ubuntu,38.6,38.5,NaN,1
SRV-06052,CachyOS,22.1,35.8,85.9,1
SRV-06053,Ubuntu,92.0,43.0,49.2,0
SRV-06054,Arch,37.7,57.2,72.6,1
SRV-06055,Ubuntu,64.6,26.3,35.2,1
SRV-06056,CachyOS,14.1,27.8,61.4,1
SRV-06057,Fedora,56.2,51.6,35.5,0
SRV-06058,Ubuntu,860.7,54.6,67.2,1
SRV-06059,Ubuntu,72.6,30.6,81.9,0
SRV-06060,Ubuntu,44.8,52.4,76.7,0
SRV-06061,Arch,77.7,43.9,51.9,0
SRV-06062,Ubuntu,89.2,25.1,74.6,0
SRV-06063,Fedora,27.7,16.8,31.7,1
SRV-06064,Arch,34.1,5.4,,1
SRV-06065,Arch,,10.1,79.6,0
SRV-06066,Arch,87.7,11.8,37.5,0
SRV-06067,Arch,87.7,5.2,71.0,1
SRV-06068,Arch,10.9,9.4,62.0,1
SRV-06069,CachyOS,38.5,45.5,80.8,0
SRV-06070,Arch,89.7,24.3,91.9,0
SRV-06071,Arch,58.5,31.9,70.0,1
SRV-06072,Fedora,19.4,63.2,61.1,1
SRV-06073,Arch,21.5,24.4,56.3,0
SRV-06074,Ubuntu,59.9,11.7,49.6,0
SRV-06075,Ubuntu,58.4,38.9,65.1,0
SRV-06076,Arch,61.4,26.0,66.4,1
SRV-06077,CachyOS,20.0,1.9,59.3,0
SRV-06078,Arch,27.3,24.1,78.7,0
SRV-06079,Ubuntu,28.9,39.6,56.7,1
SRV-06080,Arch,97.8,50.0,76.8,0
SRV-06081,Fedora,68.3,36.7,42.6,1
SRV-06082,Ubuntu,96.4,55.9,63.1,0
SRV-06083,Ubuntu,90.6,21.0,66.9,1
SRV-06084,Fedora,33.9,37.5,59.4,0
SRV-06085,Arch,60.3,45.8,52.9,0
SRV-06086,Fedora,94.3,40.1,93.6,0
SRV-06087,Ubuntu,97.9,27.9,51.3,0
SRV-06088,CachyOS,63.5,21.2,71.8,1
SRV-06089,Fedora,87.1,2.6,61.7,0
SRV-06090,Ubuntu,36.9,41.7,71.0,0
SRV-06091,Fedora,583.6,7.0,31.4,1
SRV-06092,Fedora,84.9,42.0,81.6,0
SRV-06093,Ubuntu,31.5,16.2,37.2,0
SRV-06094,Fedora,84.7,23.2,52.3,1
SRV-06095,Fedora,14.6,56.1,59.0,1
SRV-06096,Arch,97.6,51.3,83.1,1
SRV-06097,Fedora,97.0,51.9,48.0,0
SRV-06098,Arch,79.1,21.3,87.2,1
SRV-06099,CachyOS,58.5,60.0,70.1,0
SRV-06100,Fedora,85.9,40.8,42.2,1
SRV-06101,CachyOS,33.3,11.8,79.6,1
SRV-06102,Ubuntu,86.0,32.3,33.9,0
SRV-06103,Fedora,93.6,9.8,72.2,0
SRV-06104,Fedora,49.0,11.3,40.7,1
SRV-06105,Ubuntu,9.7,41.7,85.7,0
SRV-06106,Fedora,44.7,21.5,63.9,0
SRV-06107,Fedora,43.0,41.6,74.6,0
SRV-06108,Ubuntu,19.4,28.9,51.6,1
SRV-06109,Ubuntu,49.0,17.0,92.0,1
SRV-06110,CachyOS,58.6,53.8,482.1,0
SRV-06111,CachyOS,27.2,17.5,70.1,0
SRV-06112,Fedora,56.0,,84.6,1
SRV-06113,Fedora,13.4,44.7,62.4,1
SRV-06114,CachyOS,3.7,13.2,54.7,1
SRV-06115,Arch,71.6,18.1,45.1,0
SRV-06116,Ubuntu,52.9,36.2,32.4,0
SRV-06117,Arch,83.1,33.8,29.6,0
SRV-06118,Fedora,19.9,48.7,,0
SRV-06119,Arch,70.2,38.3,46.4,0
SRV-06120,Fedora,50.2,24.6,40.6,1
SRV-06121,CachyOS,36.2,42.7,55.0,1
SRV-06122,Fedora,15.9,33.3,61.5,0
SRV-06123,Arch,47.8,14.1,84.9,0
SRV-06124,CachyOS,59.8,12.1,87.8,1
SRV-06125,Ubuntu,73.4,49.9,84.6,0
SRV-06126,CachyOS,78.2,29.5,40.2,1
SRV-06127,CachyOS,57.6,29.3,34.8,0
SRV-06128,Ubuntu,843.2,10.2,91.1,0
SRV-06129,Ubuntu,51.3,4.2,40.2,0
SRV-06130,Arch,42.0,53.7,69.4,1
SRV-06131,Arch,87.9,,75.8,1
SRV-06132,Fedora,30.6,21.9,54.4,0
SRV-06133,Arch,80.6,44.8,68.5,0
SRV-06134,Fedora,90.0,55.2,45.9,0
SRV-06135,Arch,54.2,13.5,67.6,1
SRV-06136,CachyOS,14.6,28.6,52.3,0
SRV-06137,CachyOS,24.5,54.5,38.9,0
SRV-06138,CachyOS,50.2,35.7,49.6,1
SRV-06139,Fedora,5.7,38.7,70.4,1
SRV-06140,CachyOS,71.8,22.5,75.5,0
SRV-06141,Fedora,94.9,20.5,77.0,1
SRV-06142,Fedora,62.7,55.0,NaN,0
SRV-06143,Ubuntu,36.8,9.7,44.6,0
SRV-06144,Ubuntu,45.2,55.1,85.4,1
SRV-06145,Ubuntu,12.7,53.0,66.8,1
SRV-06146,,87.3,34.2,94.8,0
SRV-06147,CachyOS,89.0,26.2,75.1,0
SRV-06148,Arch,73.8,17.3,69.9,1
SRV-06149,Ubuntu,19.2,41.7,29.0,1
SRV-06150,Ubuntu,30.3,13.7,76.8,1
SRV-06151,CachyOS,38.4,39.0,54.2,0
SRV-06152,Ubuntu,96.0,NaN,73.0,0
SRV-06153,Arch,80.0,15.2,49.6,1
SRV-06154,Fedora,68.4,22.1,82.2,0
SRV-06155,CachyOS,80.7,13.7,74.9,1
SRV-06156,Ubuntu,83.4,61.8,85.0,0
SRV-06157,Arch,8.0,24.0,90.9,1
SRV-06158,Ubuntu,11.1,7.8,57.4,0
SRV-06159,Arch,78.2,63.2,45.9,1
SRV-06160,Fedora,57.4,40.6,32.1,1
SRV-06161,,539.0,20.6,82.8,0
SRV-06162,Fedora,53.8,6.5,36.8,1
SRV-06163,Fedora,69.5,29.2,39.8,1
SRV-06164,,42.8,12.0,44.0,0
SRV-06165,Ubuntu,39.1,15.6,57.1,1
SRV-06166,CachyOS,40.8,29.4,47.0,1
SRV-06167,CachyOS,3.7,30.6,47.0,0
SRV-06168,Fedora,32.2,28.7,271.5,0
SRV-06169,CachyOS,47.8,35.5,58.4,1
SRV-06170,Ubuntu,30.7,35.7,59.7,1
SRV-06171,Fedora,50.6,63.5,55.9,0
SRV-06172,Arch,41.2,25.0,290.7,0
SRV-06173,Ubuntu,13.1,31.5,88.3,1
SRV-06174,CachyOS,69.6,31.2,92.4,0
SRV-06175,Fedora,13.7,63.8,62.3,0
SRV-06176,Fedora,89.2,43.2,31.2,1
SRV-06177,Arch,8.2,33.9,31.5,1
SRV-06178,Ubuntu,12.6,35.3,59.4,1
SRV-06179,CachyOS,66.6,26.8,40.6,0
SRV-06180,Arch,88.7,27.7,87.1,1
SRV-06181,Ubuntu,86.5,28.1,95.0,1
SRV-06182,Arch,92.1,26.4,35.7,1
SRV-06183,Fedora,17.6,25.7,93.5,0
SRV-06184,Fedora,7.0,4.2,33.1,1
SRV-06185,Fedora,75.3,10.7,78.7,0
SRV-06186,Ubuntu,86.1,7.3,31.2,0
SRV-06187,CachyOS,93.8,10.4,82.7,0
SRV-06188,CachyOS,93.7,8.1,28.1,0
SRV-06189,Arch,93.8,28.1,54.6,1
SRV-06190,Arch,37.0,39.9,79.8,0
SRV-06191,Fedora,52.1,62.0,45.5,1
SRV-06192,Fedora,90.1,51.3,60.3,0
SRV-06193,Fedora,97.1,5.0,74.5,1
SRV-06194,Ubuntu,NaN,50.0,88.8,0
SRV-06195,Arch,73.2,42.4,65.8,1
SRV-06196,Fedora,10.4,13.4,327.6,1
SRV-06197,CachyOS,57.2,25.1,63.8,0
SRV-06198,,27.5,,31.4,1
SRV-06199,CachyOS,83.1,52.7,44.9,1
SRV-06200,Ubuntu,2.4,30.7,58.6,1
SRV-06201,Ubuntu,21.6,33.2,38.2,0
SRV-06202,CachyOS,97.0,23.5,47.2,1
SRV-06203,Fedora,33.1,50.6,90.2,1
SRV-06204,CachyOS,89.2,29.7,29.9,1
SRV-06205,Arch,56.0,21.6,32.1,0
SRV-06206,Ubuntu,77.0,16.3,89.8,1
SRV-06207,Arch,6.8,26.2,,0
SRV-06208,Arch,85.7,18.6,39.6,1
SRV-06209,Arch,11.0,23.7,66.8,0
SRV-06210,CachyOS,62.8,62.8,64.4,0
SRV-06211,Fedora,56.2,47.7,34.7,1
SRV-06212,Ubuntu,52.2,34.3,48.8,0
SRV-06213,Ubuntu,40.4,55.3,31.1,0
SRV-06214,Fedora,12.9,4.1,55.2,0
SRV-06215,Arch,22.3,52.3,44.3,0
SRV-06216,Fedora,,60.4,54.0,0
SRV-06217,Fedora,43.8,15.5,79.4,1
SRV-06218,CachyOS,21.6,43.9,36.4,1
SRV-06219,Ubuntu,48.5,3.9,87.1,1
SRV-06220,Fedora,63.1,47.5,94.9,0
SRV-06221,Fedora,55.1,,31.8,0
SRV-06222,CachyOS,NaN,35.9,92.2,1
SRV-06223,Ubuntu,16.6,49.6,55.0,0
SRV-06224,Fedora,NaN,6.6,63.0,0
SRV-06225,CachyOS,,19.9,70.4,0
SRV-06226,Ubuntu,89.9,47.5,31.1,1
SRV-06227,CachyOS,31.7,19.2,75.4,0
SRV-06228,Arch,59.7,24.6,37.4,0
SRV-06229,Arch,35.7,37.6,52.8,0
SRV-06230,Arch,60.8,14.5,84.2,1
SRV-06231,Ubuntu,,43.2,NaN,0
SRV-06232,Arch,,13.7,67.2,0
SRV-06233,Fedora,53.0,9.3,37.9,0
SRV-06234,Arch,95.5,20.3,92.5,1
SRV-06235,CachyOS,21.4,58.4,62.8,0
SRV-06236,Arch,13.8,51.8,63.6,1
SRV-06237,CachyOS,,24.9,42.5,0
SRV-06238,Ubuntu,53.6,8.7,62.8,1
SRV-06239,Ubuntu,30.5,62.1,85.7,1
SRV-06240,CachyOS,29.5,34.3,61.4,0
SRV-06241,Arch,50.0,49.5,57.5,0
SRV-06242,Arch,81.7,18.1,84.8,1
SRV-06243,Fedora,91.5,36.7,89.5,0
SRV-06244,Arch,6.3,36.6,73.8,1
SRV-06245,Ubuntu,11.4,44.3,51.9,1
SRV-06246,Ubuntu,59.2,16.9,63.6,1
SRV-06247,CachyOS,74.7,NaN,66.0,1
SRV-06248,Arch,97.4,3.8,84.3,0
SRV-06249,Arch,12.4,33.2,43.2,0
SRV-06250,Fedora,61.2,16.2,30.8,0
SRV-06251,CachyOS,26.9,56.8,,0
SRV-06252,CachyOS,27.9,38.6,80.5,1
SRV-06253,Fedora,36.8,1.7,78.9,1
SRV-06254,Ubuntu,36.6,36.9,54.2,0
SRV-06255,Ubuntu,59.3,52.4,75.1,1
SRV-06256,CachyOS,3.4,40.9,45.1,1
SRV-06257,CachyOS,76.2,17.9,61.9,0
SRV-06258,Ubuntu,68.3,10.2,59.6,0
SRV-06259,Ubuntu,8.9,47.1,30.9,0
SRV-06260,Fedora,70.0,58.9,46.6,1
SRV-06261,CachyOS,,25.0,73.9,0
SRV-06262,Fedora,72.2,46.9,84.1,1
SRV-06263,Ubuntu,77.6,14.2,65.6,0
SRV-06264,Fedora,18.0,13.3,67.1,0
SRV-06265,Fedora,82.8,61.1,79.6,0
SRV-06266,Ubuntu,82.9,4.6,83.2,0
SRV-06267,Fedora,24.0,25.7,51.9,1
SRV-06268,CachyOS,94.9,56.2,74.2,1
SRV-06269,Arch,78.8,31.0,38.1,1
SRV-06270,CachyOS,64.0,56.9,81.3,0
SRV-06271,,45.2,10.7,51.4,0
SRV-06272,CachyOS,23.9,42.5,72.1,1
SRV-06273,CachyOS,2.5,61.7,92.3,1
SRV-06274,Arch,37.1,58.6,83.6,1
SRV-06275,Fedora,38.4,21.7,52.1,0
SRV-06276,CachyOS,81.2,30.1,93.4,0
SRV-06277,Ubuntu,77.4,51.3,47.9,0
SRV-06278,CachyOS,82.4,42.0,86.4,1
SRV-06279,Fedora,92.8,13.6,88.0,1
SRV-06280,Ubuntu,20.7,10.2,57.6,0
SRV-06281,Arch,33.6,38.3,51.8,1
SRV-06282,Arch,529.0,6.9,63.5,1
SRV-06283,CachyOS,NaN,7.9,44.0,1
SRV-06284,CachyOS,55.2,18.3,85.5,1
SRV-06285,CachyOS,86.5,24.6,61.6,1
SRV-06286,Ubuntu,78.7,61.5,64.7,1
SRV-06287,CachyOS,59.3,48.1,84.9,1
SRV-06288,Fedora,28.2,5.2,63.1,1
SRV-06289,Arch,647.6,12.7,62.1,0
SRV-06290,CachyOS,93.1,25.9,84.2,1
SRV-06291,Arch,8.8,32.9,46.2,0
SRV-06292,Ubuntu,50.9,34.6,50.7,1
SRV-06293,CachyOS,97.0,59.0,74.8,1
SRV-06294,Ubuntu,22.4,36.2,86.4,1
SRV-06295,Fedora,67.0,12.0,68.2,1
SRV-06296,Arch,18.2,60.7,74.9,1
SRV-06297,Fedora,49.7,55.8,36.3,0
SRV-06298,Ubuntu,79.0,46.3,94.1,0
SRV-06299,Arch,73.0,50.0,69.8,0
SRV-06300,Ubuntu,56.5,41.7,37.6,1
SRV-06301,Ubuntu,16.1,32.3,39.8,1
SRV-06302,Ubuntu,92.8,1.6,44.3,1
SRV-06303,Ubuntu,23.9,62.3,44.5,0
SRV-06304,Fedora,82.1,36.6,63.7,1
SRV-06305,Ubuntu,30.4,22.0,61.1,1
SRV-06306,Ubuntu,12.3,21.0,63.2,0
SRV-06307,CachyOS,55.6,4.0,77.5,0
SRV-06308,CachyOS,26.1,30.0,47.1,0
SRV-06309,Fedora,92.5,6.8,84.9,0
SRV-06310,Arch,18.6,29.2,74.1,0
SRV-06311,Arch,84.0,17.5,68.5,0
SRV-06312,Ubuntu,33.9,39.5,71.0,0
SRV-06313,Ubuntu,14.0,2.0,77.8,1
SRV-06314,Arch,72.0,14.8,73.3,1
SRV-06315,CachyOS,22.1,39.4,34.0,0
SRV-06316,Ubuntu,13.8,52.9,37.7,0
SRV-06317,Fedora,,33.8,36.2,1
SRV-06318,Ubuntu,24.2,17.7,35.1,1
SRV-06319,Ubuntu,48.2,24.9,35.7,0
SRV-06320,Fedora,780.3,15.4,52.3,0
SRV-06321,Ubuntu,17.4,48.6,44.9,0
SRV-06322,Fedora,61.6,1.6,32.1,1
SRV-06323,Ubuntu,82.9,61.3,62.7,0
SRV-06324,Arch,40.1,30.8,69.3,1
SRV-06325,Ubuntu,29.1,63.1,47.2,0
SRV-06326,CachyOS,65.9,51.3,49.2,0
SRV-06327,CachyOS,55.1,39.2,54.2,1
SRV-06328,Arch,NaN,18.0,94.0,1
SRV-06329,CachyOS,63.3,34.3,71.3,0
SRV-06330,Arch,50.6,22.0,34.4,0
SRV-06331,Ubuntu,34.1,8.3,64.2,0
SRV-06332,Arch,11.6,38.7,81.0,0
SRV-06333,Arch,,49.7,44.6,1
SRV-06334,Ubuntu,50.8,34.8,79.8,1
SRV-06335,CachyOS,74.0,14.7,,1
SRV-06336,Ubuntu,41.0,4.9,93.4,0
SRV-06337,Fedora,11.8,56.1,62.0,1
SRV-06338,Arch,80.6,36.8,67.1,1
SRV-06339,Arch,69.0,8.1,35.1,1
SRV-06340,Arch,78.8,1.8,86.1,0
SRV-06341,Fedora,21.0,35.8,42.2,1
SRV-06342,CachyOS,82.2,54.9,71.5,1
SRV-06343,Ubuntu,77.4,60.9,40.6,1
SRV-06344,Fedora,57.4,,51.1,1
SRV-06345,CachyOS,2.6,39.0,79.4,0
SRV-06346,Ubuntu,,27.0,86.4,1
SRV-06347,CachyOS,66.7,36.8,67.5,0
SRV-06348,Ubuntu,50.8,6.2,58.2,1
SRV-06349,CachyOS,70.1,22.7,49.5,0
SRV-06350,Fedora,20.7,31.2,64.6,1
SRV-06351,Arch,19.6,22.1,31.6,0
SRV-06352,Fedora,93.2,41.8,62.0,0
SRV-06353,CachyOS,55.6,59.7,56.9,0
SRV-06354,Arch,11.6,48.3,,0
SRV-06355,Arch,51.7,24.1,89.5,1
SRV-06356,Ubuntu,88.0,56.5,74.2,0
SRV-06357,Fedora,34.9,51.5,92.9,1
SRV-06358,Ubuntu,34.4,34.2,47.5,1
SRV-06359,Arch,14.6,5.5,53.8,1
SRV-06360,Fedora,5.1,32.3,84.1,1
SRV-06361,Ubuntu,23.1,15.0,82.5,0
SRV-06362,Ubuntu,13.0,31.1,94.8,0
SRV-06363,Arch,69.5,NaN,367.8,0
SRV-06364,Fedora,89.4,32.7,65.0,1
SRV-06365,Ubuntu,31.3,55.8,67.4,0
SRV-06366,Ubuntu,607.8,33.9,89.4,1
SRV-06367,Arch,10.4,16.9,NaN,1
SRV-06368,Ubuntu,34.3,57.6,91.1,1
SRV-06369,Ubuntu,2.7,24.2,67.4,1
SRV-06370,CachyOS,7.0,14.4,35.0,0
SRV-06371,CachyOS,34.9,63.0,47.9,0
SRV-06372,Arch,71.4,25.3,90.1,0
SRV-06373,Ubuntu,12.4,29.1,43.2,0
SRV-06374,Arch,19.3,42.3,72.2,0
SRV-06375,Fedora,20.8,28.1,92.9,0
SRV-06376,Arch,44.0,9.5,80.3,0
SRV-06377,Fedora,86.3,60.9,53.5,1
SRV-06378,CachyOS,65.3,29.6,79.9,0
SRV-06379,Ubuntu,9.4,2.8,50.5,0
SRV-06380,Ubuntu,3.1,31.1,67.4,1
SRV-06381,Fedora,28.4,47.5,32.1,0
SRV-06382,Ubuntu,43.2,43.0,33.9,1
SRV-06383,Ubuntu,82.8,6.0,80.0,0
SRV-06384,Fedora,95.1,14.5,37.7,0
SRV-06385,Ubuntu,80.8,18.7,60.2,0
SRV-06386,Ubuntu,44.8,44.0,,0
SRV-06387,Arch,94.6,53.2,79.8,1
SRV-06388,CachyOS,90.5,61.7,69.5,0
SRV-06389,CachyOS,85.7,30.8,86.8,1
SRV-06390,Arch,82.5,55.5,69.4,0
SRV-06391,Ubuntu,45.1,26.5,94.0,1
SRV-06392,CachyOS,88.6,42.4,72.9,0
SRV-06393,CachyOS,,51.7,49.0,1
SRV-06394,Arch,53.3,46.7,52.9,1
SRV-06395,Arch,64.4,38.4,68.2,1
SRV-06396,Ubuntu,80.3,25.2,NaN,1
SRV-06397,Arch,93.5,24.1,70.8,1
SRV-06398,CachyOS,6.4,38.3,77.2,0
SRV-06399,Ubuntu,17.0,24.5,401.3,0
SRV-06400,Arch,NaN,16.8,85.2,1
SRV-06401,Fedora,58.9,38.9,42.2,1
SRV-06402,Ubuntu,58.3,7.8,91.9,0
SRV-06403,CachyOS,28.2,28.3,51.9,1
SRV-06404,Ubuntu,18.8,47.5,44.2,1
SRV-06405,Fedora,850.6,30.5,62.8,0
SRV-06406,Arch,28.1,55.8,29.5,1
SRV-06407,Ubuntu,28.8,40.3,41.7,1
SRV-06408,Fedora,56.4,62.1,84.4,1
SRV-06409,Arch,77.4,63.0,67.8,1
SRV-06410,Fedora,44.4,4.6,52.7,1
SRV-06411,Fedora,95.8,46.8,35.4,1
SRV-06412,Ubuntu,19.6,37.1,89.8,0
SRV-06413,CachyOS,16.1,11.4,39.9,0
SRV-06414,Fedora,5.6,34.8,85.3,1
SRV-06415,Ubuntu,15.4,36.3,31.9,0
SRV-06416,Ubuntu,66.3,46.6,82.4,0
SRV-06417,Ubuntu,88.9,37.9,58.8,0
SRV-06418,CachyOS,37.9,24.0,38.2,1
SRV-06419,CachyOS,69.3,39.7,40.1,1
SRV-06420,Fedora,683.4,13.9,40.6,1
SRV-06421,Fedora,68.5,22.9,78.7,1
SRV-06422,Fedora,15.3,46.3,72.5,0
SRV-06423,Arch,40.2,38.1,56.4,0
SRV-06424,CachyOS,84.4,30.4,46.2,0
SRV-06425,Fedora,74.3,51.4,69.5,0
SRV-06426,CachyOS,2.6,36.7,36.4,1
SRV-06427,Fedora,59.8,54.1,74.1,0
SRV-06428,Arch,65.4,4.8,31.3,0
SRV-06429,CachyOS,28.2,1.6,31.6,0
SRV-06430,Arch,79.5,60.9,39.9,1
SRV-06431,CachyOS,23.4,22.1,434.5,1
SRV-06432,Arch,31.8,33.9,90.3,1
SRV-06433,Arch,93.9,43.4,43.5,1
SRV-06434,Arch,572.6,6.8,88.8,0
SRV-06435,Ubuntu,93.0,6.9,78.4,0
SRV-06436,Arch,39.7,49.9,39.0,0
SRV-06437,Fedora,97.3,51.6,43.9,0
SRV-06438,Ubuntu,59.2,NaN,92.1,1
SRV-06439,CachyOS,30.6,17.3,77.2,1
SRV-06440,Fedora,55.4,23.2,48.8,0
SRV-06441,CachyOS,31.2,37.6,75.2,1
SRV-06442,Ubuntu,869.0,41.1,75.7,0
SRV-06443,CachyOS,85.0,16.8,46.7,1
SRV-06444,Arch,,39.5,60.7,1
SRV-06445,Arch,77.3,30.6,29.3,1
SRV-06446,Ubuntu,12.9,46.3,58.3,1
SRV-06447,Arch,8.3,63.3,50.0,0
SRV-06448,Arch,81.8,24.9,69.0,1
SRV-06449,Fedora,24.4,34.0,86.7,0
SRV-06450,CachyOS,73.9,57.0,76.1,1
SRV-06451,Arch,88.4,3.3,29.0,1
SRV-06452,CachyOS,5.9,11.6,79.6,1
SRV-06453,Ubuntu,89.6,51.9,34.5,1
SRV-06454,CachyOS,,58.9,45.6,1
SRV-06455,Ubuntu,29.2,10.4,85.9,1
SRV-06456,Arch,NaN,31.3,76.4,1
SRV-06457,Fedora,13.8,40.2,57.6,0
SRV-06458,Arch,18.6,20.6,75.4,0
SRV-06459,Ubuntu,89.7,31.8,51.1,1
SRV-06460,Arch,16.0,40.0,44.2,0
SRV-06461,Fedora,672.4,38.6,60.9,0
SRV-06462,Arch,NaN,50.2,48.5,1
SRV-06463,Arch,76.9,25.8,77.4,0
SRV-06464,Fedora,29.4,56.1,74.7,0
SRV-06465,Fedora,52.8,13.1,59.7,0
SRV-06466,CachyOS,89.5,61.6,72.4,1
SRV-06467,Arch,86.7,56.8,84.6,1
SRV-06468,CachyOS,90.3,23.2,NaN,0
