aficionado_id,ciudad_sede,costo_vuelo_usd,costo_hotel_usd,dias_estadia,presupuesto_excedido
FAN-07679,CDMX,1092.7,452.7,14,1
FAN-07680,Monterrey,1203.49,NaN,14,0
FAN-07681,Miami,2433.31,410.78,10,0
FAN-07682,CDMX,501.27,843.27,3,1
FAN-07683,CDMX,1806.49,542.0,12,1
FAN-07684,Monterrey,2090.17,306.85,3,1
FAN-07685,Miami,1797.66,531.87,8,1
FAN-07686,CDMX,570.18,759.1,2,1
FAN-07687,Monterrey,785.15,158.98,8,1
FAN-07688,CDMX,1013.05,526.03,9,1
FAN-07689,Monterrey,1943.54,331.29,5,1
FAN-07690,Miami,1028.35,606.78,14,0
FAN-07691,Miami,655.3,570.32,13,1
FAN-07692,CDMX,1039.24,196.03,1,0
FAN-07693,Miami,2433.14,577.0,7,0
FAN-07694,CDMX,2238.04,492.51,14,1
FAN-07695,CDMX,2344.45,649.62,4,1
FAN-07696,Monterrey,2424.91,197.47,9,1
FAN-07697,Miami,912.43,458.75,14,0
FAN-07698,Miami,467.75,589.57,14,1
FAN-07699,CDMX,NaN,694.32,8,0
FAN-07700,Miami,793.44,701.33,11,1
FAN-07701,CDMX,1787.51,232.44,5,0
FAN-07702,CDMX,1647.13,432.16,NaN,1
FAN-07703,CDMX,1556.28,507.88,11,0
FAN-07704,Monterrey,2115.03,784.58,6,0
FAN-07705,Monterrey,1929.11,785.08,4,0
FAN-07706,Miami,1707.05,467.42,13,1
FAN-07707,CDMX,1883.24,,3,1
FAN-07708,CDMX,543.26,851.18,7,1
FAN-07709,Monterrey,466.09,520.46,11,1
FAN-07710,CDMX,1414.83,652.73,2,0
FAN-07711,Monterrey,827.13,501.06,5,0
FAN-07712,Miami,977.84,508.59,4,0
FAN-07713,Miami,1539.77,564.75,6,1
FAN-07714,CDMX,NaN,280.31,8,0
FAN-07715,Monterrey,1912.1,103.35,2,1
FAN-07716,Miami,2303.29,472.21,9,0
FAN-07717,Miami,350.03,NaN,12,0
FAN-07718,Miami,1039.11,526.53,4,0
FAN-07719,Miami,627.09,798.58,9,0
FAN-07720,CDMX,1442.7,752.94,13,1
FAN-07721,Miami,930.98,65607.85,12,0
FAN-07722,Monterrey,922.52,641.42,13,0
FAN-07723,Monterrey,396.58,164.78,13,0
FAN-07724,Monterrey,1387.74,299.19,6,1
FAN-07725,CDMX,1313.45,199.56,13,0
FAN-07726,Monterrey,842.77,197.81,13,1
FAN-07727,Miami,1501.23,885.97,14,1
FAN-07728,Miami,272.36,674.7,5,0
FAN-07729,Miami,,649.06,3,0
FAN-07730,CDMX,1970.38,355.2,1,0
FAN-07731,Miami,418.79,597.26,1,1
FAN-07732,Miami,2339.16,479.09,12,1
FAN-07733,Miami,,115.71,10,0
FAN-07734,Monterrey,1752.85,432.67,7,0
FAN-07735,Monterrey,2333.74,432.15,5,0
FAN-07736,Miami,NaN,157.62,9,1
FAN-07737,CDMX,1396.26,468.99,7,1
FAN-07738,Miami,554.29,370.87,7,0
FAN-07739,Monterrey,843.43,545.36,10,1
FAN-07740,Miami,1970.4,518.55,10,0
FAN-07741,CDMX,1436.93,818.11,13,0
FAN-07742,Monterrey,335.02,726.05,13,0
FAN-07743,Miami,207.92,408.75,8,1
FAN-07744,Miami,1047.49,255.55,1,1
FAN-07745,Monterrey,644.1,876.34,3,1
FAN-07746,CDMX,1945.57,NaN,8,0
FAN-07747,Miami,,216.2,8,1
FAN-07748,Miami,324.99,305.38,11,0
FAN-07749,Miami,2097.18,184.46,11,0
FAN-07750,Miami,391.6,851.86,10,0
FAN-07751,Monterrey,1702.31,191.35,13,0
FAN-07752,Miami,1816.33,412.7,4,0
FAN-07753,Monterrey,NaN,84.93,11,1
FAN-07754,Monterrey,NaN,348.5,8,0
FAN-07755,Miami,886.03,224.09,10,0
FAN-07756,CDMX,985.36,123.48,8,0
FAN-07757,Monterrey,665.27,117.85,5,1
FAN-07758,Monterrey,1904.18,814.8,4,0
FAN-07759,CDMX,1986.1,128.01,14,1
FAN-07760,CDMX,1197.94,NaN,13,1
FAN-07761,CDMX,380.75,561.28,8,1
FAN-07762,Miami,1047.13,599.04,11,1
FAN-07763,Miami,911.73,760.86,2,1
FAN-07764,Miami,1311.58,686.25,12,1
FAN-07765,Monterrey,1485.88,840.84,14,1
FAN-07766,CDMX,739.98,802.26,2,1
FAN-07767,Monterrey,1597.28,437.44,12,1
FAN-07768,CDMX,2432.45,331.66,8,1
FAN-07769,Miami,1808.57,390.22,8,1
FAN-07770,Monterrey,258.38,815.14,7,0
FAN-07771,CDMX,853.14,569.25,13,1
FAN-07772,CDMX,357.81,515.8,3,1
FAN-07773,Miami,1927.48,729.93,13,1
FAN-07774,CDMX,153.36,174.53,NaN,0
FAN-07775,Miami,991.89,258.04,7,1
FAN-07776,Monterrey,1245.55,385.56,7,0
FAN-07777,Miami,,289.03,4,0
FAN-07778,Miami,1972.31,797.67,6,0
FAN-07779,Monterrey,2454.48,661.78,11,1
FAN-07780,CDMX,2434.5,82.35,4,0
FAN-07781,Miami,1320.03,292.89,14,0
FAN-07782,Monterrey,735.94,564.8,13,0
FAN-07783,Monterrey,1947.4,100.51,13,1
FAN-07784,Monterrey,1728.68,850.41,8,1
FAN-07785,Miami,1111.81,177.82,11,0
FAN-07786,Miami,1961.15,578.88,1,1
FAN-07787,CDMX,395.59,817.81,2,1
FAN-07788,Monterrey,414.09,426.28,3,1
FAN-07789,Miami,1849.49,547.98,3,0
FAN-07790,Monterrey,235.11,833.16,9,0
FAN-07791,Monterrey,372.07,796.89,14,0
FAN-07792,CDMX,2392.46,452.78,12,1
FAN-07793,Miami,332.15,220.24,1,0
FAN-07794,Miami,2139.59,325.45,10,1
FAN-07795,Monterrey,1332.73,489.68,13,1
FAN-07796,CDMX,941.88,238.74,14,0
FAN-07797,Monterrey,1081.11,97.31,12,1
FAN-07798,Monterrey,633.47,144.07,14,0
FAN-07799,Miami,337.39,100.57,5,1
FAN-07800,Miami,2277.79,487.56,9,1
FAN-07801,Monterrey,1796.26,233.12,7,0
FAN-07802,CDMX,1738.16,403.19,7,0
FAN-07803,CDMX,1007.34,612.32,6,0
FAN-07804,CDMX,2061.57,244.34,7,0
FAN-07805,Monterrey,1742.9,NaN,9,0
FAN-07806,Monterrey,2081.02,64109.01,13,0
FAN-07807,Miami,,810.16,12,0
FAN-07808,CDMX,1449.71,771.36,7,0
FAN-07809,Monterrey,371.13,334.06,2,0
FAN-07810,CDMX,1289.7,,8,0
FAN-07811,Miami,2161.16,222.88,12,0
FAN-07812,Monterrey,1587.34,420.02,4,0
FAN-07813,Miami,1906.33,664.41,1,1
FAN-07814,Miami,2251.16,877.01,2,0
FAN-07815,CDMX,535.71,340.47,12,0
FAN-07816,Monterrey,189.2,665.37,9,0
FAN-07817,Miami,265.58,517.77,8,1
FAN-07818,CDMX,1611.66,344.32,11,1
FAN-07819,Monterrey,2423.06,513.91,4,1
FAN-07820,Miami,1599.79,68709.47,3,1
FAN-07821,Monterrey,1631.35,413.89,1,1
FAN-07822,Miami,969.28,811.51,12,1
FAN-07823,CDMX,2331.34,443.16,12,1
FAN-07824,CDMX,1661.52,187.48,2,1
FAN-07825,Miami,1334.86,412.05,6,0
FAN-07826,CDMX,435.34,801.7,5,1
FAN-07827,Monterrey,1994.88,816.25,9,0
FAN-07828,CDMX,1962.7,841.68,1,0
FAN-07829,Monterrey,1305.2,261.71,8,0
FAN-07830,Miami,1857.28,543.04,7,1
FAN-07831,Monterrey,2029.27,801.1,,1
FAN-07832,Miami,2154.95,861.98,5,1
FAN-07833,Miami,879.75,169.64,NaN,1
FAN-07834,Miami,NaN,860.21,5,1
FAN-07835,CDMX,512.17,603.12,6,1
FAN-07836,CDMX,NaN,324.58,3,1
FAN-07837,CDMX,416.89,370.87,12,0
FAN-07838,CDMX,1440.93,299.81,8,0
FAN-07839,CDMX,775.2,179.12,5,1
FAN-07840,Miami,1575.41,554.38,11,0
FAN-07841,Miami,413.45,394.05,6,0
FAN-07842,Monterrey,553.57,583.75,7,1
FAN-07843,Monterrey,2213.02,177.31,3,0
FAN-07844,Monterrey,1677.38,613.04,7,0
FAN-07845,Monterrey,196.75,210.26,,0
FAN-07846,CDMX,641.58,408.41,7,0
FAN-07847,Monterrey,,399.75,12,0
FAN-07848,CDMX,2239.66,316.98,5,1
FAN-07849,CDMX,1852.41,467.63,7,1
FAN-07850,Monterrey,1731.08,594.39,2,1
FAN-07851,Miami,1536.29,415.55,6,0
FAN-07852,Monterrey,1031.7,145.95,9,0
FAN-07853,CDMX,743.91,100.29,8,1
FAN-07854,Miami,1605.89,510.57,13,0
FAN-07855,Monterrey,2259.38,624.71,4,0
FAN-07856,CDMX,266.23,167.03,9,0
FAN-07857,CDMX,752.78,452.14,7,0
FAN-07858,Miami,2185.38,581.24,13,0
FAN-07859,Monterrey,2453.3,109.52,10,1
FAN-07860,Monterrey,2091.78,810.69,8,0
FAN-07861,Miami,1718.85,852.81,3,1
FAN-07862,Monterrey,2145.15,864.84,7,1
FAN-07863,CDMX,1303.7,608.89,2,1
FAN-07864,CDMX,824.44,201.02,13,0
FAN-07865,Monterrey,1051.87,160.3,13,0
FAN-07866,CDMX,1693.82,612.96,9,1
FAN-07867,Miami,2391.44,812.16,10,0
FAN-07868,CDMX,1302.5,157.87,3,0
FAN-07869,Monterrey,NaN,751.08,12,1
FAN-07870,Monterrey,NaN,NaN,2,0
FAN-07871,CDMX,1582.33,731.05,7,1
FAN-07872,CDMX,581.78,254.22,NaN,1
FAN-07873,Miami,NaN,726.9,10,1
FAN-07874,CDMX,1286.41,NaN,9,1
FAN-07875,CDMX,995.38,720.37,12,1
FAN-07876,Miami,1176.76,440.64,11,1
FAN-07877,Miami,2283.98,636.17,7,1
FAN-07878,CDMX,256.35,182.41,13,1
FAN-07879,Monterrey,1143.53,159.48,8,1
FAN-07880,CDMX,1164.53,165.87,4,1
FAN-07881,Monterrey,2008.07,683.82,5,1
FAN-07882,CDMX,757.35,247.62,11,0
FAN-07883,Monterrey,1696.74,565.57,9,1
FAN-07884,Monterrey,1569.89,NaN,4,1
FAN-07885,Miami,2269.4,520.53,14,0
FAN-07886,Monterrey,1563.25,737.6,13,1
FAN-07887,Miami,911.74,840.96,8,0
FAN-07888,CDMX,662.1,656.72,6,1
FAN-07889,Miami,450.58,131.96,11,0
FAN-07890,CDMX,1745.34,462.2,3,1
FAN-07891,CDMX,818.41,116.52,9,1
FAN-07892,Monterrey,1260.85,106.82,7,1
FAN-07893,Miami,170.91,519.06,11,1
FAN-07894,CDMX,2063.54,857.55,14,1
FAN-07895,Monterrey,1203.08,648.32,6,1
FAN-07896,CDMX,1386.13,499.47,7,1
FAN-07897,Monterrey,1115.14,89.85,10,1
FAN-07898,Monterrey,1413.24,347.42,4,1
FAN-07899,Monterrey,490.62,681.5,3,0
FAN-07900,Miami,1784.19,210.71,11,0
FAN-07901,CDMX,2168.86,98.84,2,1
FAN-07902,CDMX,369.92,272.55,14,0
FAN-07903,Miami,1143.37,309.38,3,1
FAN-07904,CDMX,2439.86,439.95,12,1
FAN-07905,Monterrey,531.87,301.69,,1
FAN-07906,Miami,637.55,769.74,10,1
FAN-07907,Monterrey,,316.94,8,0
FAN-07908,Monterrey,423.5,661.04,13,1
FAN-07909,Monterrey,1280.33,463.52,9,1
FAN-07910,Miami,2177.41,619.89,3,1
FAN-07911,Miami,889.71,145.57,12,0
FAN-07912,CDMX,,124.5,11,1
FAN-07913,Monterrey,,442.79,14,0
FAN-07914,CDMX,1343.65,89.64,13,0
FAN-07915,CDMX,1252.55,649.41,3,0
FAN-07916,Miami,1113.08,318.09,2,0
FAN-07917,Miami,507.76,894.98,3,0
FAN-07918,Monterrey,1056.72,585.13,14,1
FAN-07919,CDMX,2185.3,244.91,3,0
FAN-07920,Miami,270.93,148.68,3,0
FAN-07921,CDMX,838.01,494.34,12,1
FAN-07922,Miami,2340.48,719.92,9,0
FAN-07923,Miami,890.67,587.76,11,1
FAN-07924,Miami,2293.46,427.77,12,0
FAN-07925,CDMX,1405.45,67801.86,8,0
FAN-07926,Miami,362.01,792.98,12,0
FAN-07927,Monterrey,1849.6,685.46,9,1
FAN-07928,Monterrey,2115.75,585.88,2,1
FAN-07929,Miami,1091.37,560.29,10,1
FAN-07930,CDMX,1660.08,698.03,8,0
FAN-07931,Monterrey,1041.11,248.33,13,0
FAN-07932,Monterrey,2203.99,639.07,10,0
FAN-07933,CDMX,279.4,446.98,1,0
FAN-07934,Monterrey,1453.35,630.47,6,0
FAN-07935,Monterrey,989.55,700.47,,0
FAN-07936,Miami,430.71,827.75,11,0
FAN-07937,Miami,212.71,238.97,8,1
FAN-07938,Miami,240.49,669.19,7,0
FAN-07939,CDMX,366.02,816.59,6,0
FAN-07940,Miami,2066.02,227.68,2,0
FAN-07941,Miami,965.63,671.21,12,1
FAN-07942,Monterrey,1586.15,70425.47,6,0
FAN-07943,Miami,1471.53,724.65,6,0
FAN-07944,Miami,831.34,222.4,6,1
FAN-07945,Miami,1564.91,867.54,8,1
FAN-07946,CDMX,NaN,213.67,2,0
FAN-07947,CDMX,204.02,455.68,14,0
FAN-07948,Miami,1551.31,NaN,7,1
FAN-07949,Monterrey,621.94,326.65,13,0
FAN-07950,Monterrey,1049.43,459.07,5,0
FAN-07951,Monterrey,1656.22,727.35,2,1
FAN-07952,CDMX,1603.88,561.68,7,1
FAN-07953,Miami,965.36,562.64,10,0
FAN-07954,CDMX,792.91,328.63,12,0
FAN-07955,Miami,1886.06,226.79,5,1
FAN-07956,Miami,451.39,799.36,7,0
FAN-07957,Miami,1590.29,719.91,13,1
FAN-07958,Miami,588.36,169.95,8,1
FAN-07959,CDMX,937.31,83.87,12,0
FAN-07960,Miami,,450.42,2,0
FAN-07961,Miami,297.57,335.43,11,0
FAN-07962,Monterrey,1795.25,860.89,9,1
FAN-07963,Miami,283.46,,6,0
FAN-07964,Monterrey,992.76,684.58,12,0
FAN-07965,Monterrey,974.45,603.87,9,0
FAN-07966,Monterrey,319.49,226.97,12,1
FAN-07967,Monterrey,2215.19,429.67,5,0
FAN-07968,Monterrey,822.6,251.29,3,0
FAN-07969,CDMX,NaN,878.17,2,1
FAN-07970,Monterrey,203.24,571.36,9,1
FAN-07971,CDMX,2468.3,178.81,11,0
FAN-07972,Monterrey,1591.53,591.47,12,0
FAN-07973,CDMX,1543.4,201.48,6,1
FAN-07974,Monterrey,1954.31,854.21,10,0
FAN-07975,Miami,2373.85,301.96,3,1
FAN-07976,CDMX,2179.86,373.66,10,0
FAN-07977,Monterrey,,790.23,5,0
FAN-07978,CDMX,879.41,544.35,8,0
FAN-07979,Monterrey,954.52,321.38,,0
FAN-07980,Monterrey,1198.83,219.79,1,1
FAN-07981,Miami,833.74,390.75,11,0
FAN-07982,CDMX,912.59,482.8,6,1
FAN-07983,Monterrey,1047.44,798.92,7,0
FAN-07984,Miami,903.27,241.63,4,0
FAN-07985,Monterrey,2311.13,829.84,NaN,1
FAN-07986,Monterrey,2441.6,237.51,4,0
FAN-07987,CDMX,865.98,573.83,10,1
FAN-07988,Monterrey,1415.16,70504.83,5,0
FAN-07989,Miami,2403.96,106.87,1,1
FAN-07990,Miami,1103.32,763.83,6,1
FAN-07991,CDMX,922.8,324.54,1,1
FAN-07992,Miami,216.24,271.53,11,0
FAN-07993,Monterrey,1481.44,319.03,11,1
FAN-07994,CDMX,564.66,402.52,2,0
FAN-07995,Monterrey,971.7,155.76,,1
FAN-07996,Monterrey,2257.53,678.7,13,1
FAN-07997,Miami,1728.92,723.09,8,0
FAN-07998,CDMX,1751.38,897.73,2,0
FAN-07999,CDMX,371.89,691.63,11,1
FAN-08000,Monterrey,1767.58,838.88,14,1
FAN-08001,Miami,523.02,185.12,11,1
FAN-08002,Miami,1970.47,557.38,7,0
FAN-08003,Monterrey,555.29,543.99,10,1
FAN-08004,Miami,483.5,80905.31,6,1
FAN-08005,Monterrey,2307.39,148.63,1,1
FAN-08006,CDMX,1937.99,90032.97,11,1
FAN-08007,CDMX,584.2,604.9,9,1
FAN-08008,Monterrey,734.51,638.9,10,1
FAN-08009,CDMX,1548.42,412.72,7,0
FAN-08010,CDMX,834.29,92.36,3,1
FAN-08011,CDMX,1431.59,863.13,14,0
FAN-08012,Miami,2012.87,198.57,14,1
FAN-08013,Miami,511.4,519.05,9,0
FAN-08014,Monterrey,453.19,615.58,4,1
FAN-08015,Monterrey,1945.0,274.78,7,0
FAN-08016,Monterrey,NaN,490.62,4,0
FAN-08017,CDMX,2057.08,794.19,4,0
FAN-08018,CDMX,368.28,,7,0
FAN-08019,Monterrey,571.72,87.78,14,1
FAN-08020,Miami,2340.7,842.24,4,1
FAN-08021,Miami,1847.92,825.44,9,1
FAN-08022,Monterrey,777.68,185.16,NaN,1
FAN-08023,Monterrey,1180.51,503.59,4,1
FAN-08024,CDMX,459.55,NaN,11,0
FAN-08025,CDMX,2282.64,675.86,11,1
FAN-08026,Miami,2179.35,746.16,NaN,1
FAN-08027,CDMX,1129.87,304.09,8,1
FAN-08028,CDMX,2197.99,660.25,13,1
FAN-08029,Monterrey,1396.03,521.41,1,0
FAN-08030,Miami,2108.76,896.71,1,0
FAN-08031,Miami,1470.55,125.63,7,0
FAN-08032,Monterrey,570.3,853.21,5,0
FAN-08033,CDMX,718.66,90.96,8,0
FAN-08034,Miami,1074.28,229.62,6,0
FAN-08035,Monterrey,NaN,167.6,4,1
FAN-08036,Monterrey,1837.58,69974.41,6,0
FAN-08037,CDMX,1647.06,306.39,5,1
FAN-08038,Monterrey,500.17,202.28,8,0
FAN-08039,CDMX,2022.43,854.39,2,1
FAN-08040,CDMX,665.53,643.01,11,1
FAN-08041,Monterrey,1216.69,146.32,6,1
FAN-08042,CDMX,NaN,290.45,8,1
FAN-08043,Miami,910.5,330.25,13,1
FAN-08044,Monterrey,195.23,559.57,12,0
FAN-08045,Miami,542.63,234.82,8,1
FAN-08046,Miami,1167.24,463.45,3,0
FAN-08047,Miami,1842.57,549.76,14,0
FAN-08048,Monterrey,1307.37,145.16,13,0
FAN-08049,Miami,614.69,775.06,7,1
FAN-08050,Miami,928.14,365.31,8,1
FAN-08051,Miami,1940.76,106.57,4,1
FAN-08052,Monterrey,697.6,730.23,8,1
FAN-08053,Monterrey,412.77,858.82,5,1
FAN-08054,Miami,1936.1,51622.59,1,0
FAN-08055,Monterrey,530.63,308.01,2,1
FAN-08056,Miami,774.57,352.77,4,1
FAN-08057,CDMX,1826.69,519.75,4,0
FAN-08058,Monterrey,1456.85,496.3,11,1
FAN-08059,Monterrey,1702.66,388.87,9,0
FAN-08060,CDMX,387.63,78313.19,7,1
FAN-08061,CDMX,1250.33,837.54,11,0
FAN-08062,Monterrey,1818.29,167.2,5,1
FAN-08063,CDMX,2459.42,468.2,5,1
FAN-08064,CDMX,2310.17,826.52,7,0
FAN-08065,Miami,2383.07,366.03,10,0
FAN-08066,Miami,2450.34,397.27,14,1
FAN-08067,Miami,191.51,102.67,13,1
FAN-08068,CDMX,2189.89,555.14,6,0
FAN-08069,Monterrey,642.33,881.59,2,1
FAN-08070,Monterrey,1372.23,667.48,4,1
FAN-08071,Monterrey,2130.13,724.89,3,0
FAN-08072,Miami,2429.42,773.82,13,0
FAN-08073,CDMX,1385.51,254.62,10,1
FAN-08074,CDMX,841.05,693.5,12,0
FAN-08075,Miami,735.68,95.9,NaN,0
FAN-08076,Miami,1050.4,583.36,8,0
FAN-08077,Miami,1977.71,583.14,12,0
FAN-08078,CDMX,1119.12,428.52,1,0
FAN-08079,CDMX,1879.31,833.77,8,1
FAN-08080,CDMX,490.22,655.56,7,0
FAN-08081,Monterrey,1602.66,889.46,6,1
FAN-08082,CDMX,2338.4,82.94,12,1
FAN-08083,Miami,458.51,98.71,1,0
FAN-08084,Miami,,882.94,9,1
FAN-08085,CDMX,2417.79,749.12,11,1
FAN-08086,Monterrey,424.63,569.25,10,0
FAN-08087,CDMX,858.87,108.37,12,1
FAN-08088,CDMX,990.54,139.89,10,1
FAN-08089,Monterrey,261.94,501.4,6,0
FAN-08090,Monterrey,2096.69,787.49,3,0
FAN-08091,Miami,1636.02,427.64,11,0
FAN-08092,Miami,261.14,387.07,12,1
FAN-08093,CDMX,2318.18,687.68,7,1
FAN-08094,Miami,2457.33,801.18,7,1
FAN-08095,CDMX,485.05,592.12,11,0
FAN-08096,Miami,2497.01,855.4,6,1
FAN-08097,Monterrey,2177.21,677.84,6,0
FAN-08098,Miami,,248.64,NaN,1
FAN-08099,CDMX,,140.86,9,0
FAN-08100,Miami,1640.79,572.98,8,0
FAN-08101,CDMX,1232.88,316.17,1,0
FAN-08102,Miami,1764.83,125.03,NaN,1
FAN-08103,Monterrey,1472.49,612.17,12,1
FAN-08104,CDMX,1375.33,360.4,11,0
FAN-08105,CDMX,935.5,823.34,14,1
FAN-08106,CDMX,574.63,856.32,11,0
FAN-08107,Miami,770.29,256.79,12,0
FAN-08108,CDMX,189.22,523.66,1,1
FAN-08109,Miami,1060.13,825.48,6,0
FAN-08110,Miami,2055.98,696.14,11,0
FAN-08111,Monterrey,2122.82,409.55,7,1
FAN-08112,Monterrey,985.69,632.8,8,1
FAN-08113,CDMX,226.69,403.81,11,0
FAN-08114,Monterrey,1530.95,251.29,14,0
FAN-08115,Monterrey,857.77,462.94,5,0
FAN-08116,Monterrey,600.62,809.0,7,1
FAN-08117,CDMX,836.38,712.51,7,0
FAN-08118,CDMX,301.3,62398.89,14,0
FAN-08119,Monterrey,1493.19,,8,0
FAN-08120,CDMX,575.49,,7,1
FAN-08121,Miami,1940.41,765.6,10,0
FAN-08122,Miami,1096.11,337.76,1,0
FAN-08123,Monterrey,1939.01,342.17,6,1
FAN-08124,CDMX,1851.57,70570.89,9,1
FAN-08125,Miami,2212.11,743.2,2,1
FAN-08126,CDMX,310.59,381.85,14,0
FAN-08127,Miami,364.67,695.71,14,0
FAN-08128,Miami,246.29,356.87,4,1
FAN-08129,Monterrey,2412.85,845.42,3,1
FAN-08130,Miami,839.37,,2,0
FAN-08131,Miami,873.56,897.23,NaN,0
FAN-08132,CDMX,411.92,408.49,7,0
FAN-08133,Miami,975.47,133.03,14,0
FAN-08134,CDMX,700.48,394.96,11,1
FAN-08135,Monterrey,,218.23,1,0
FAN-08136,Miami,1401.57,686.34,7,1
FAN-08137,Miami,999.42,81.22,NaN,0
FAN-08138,Miami,1132.32,294.2,8,1
FAN-08139,CDMX,2208.4,548.07,5,0
FAN-08140,Miami,721.63,439.9,3,1
FAN-08141,Miami,979.51,175.07,14,1
FAN-08142,Monterrey,2240.55,701.85,5,0
FAN-08143,CDMX,1983.24,222.4,14,1
FAN-08144,Miami,188.88,879.63,4,0
FAN-08145,Monterrey,701.23,NaN,4,1
FAN-08146,Monterrey,1140.95,811.62,10,0
FAN-08147,Monterrey,1126.63,306.22,11,1
FAN-08148,Monterrey,1224.47,676.58,6,0
FAN-08149,Monterrey,999.1,191.48,6,0
FAN-08150,CDMX,1791.01,529.36,11,0
FAN-08151,Monterrey,2499.66,105.55,,0
FAN-08152,Monterrey,1471.42,325.37,4,1
FAN-08153,Monterrey,1857.43,898.17,9,0
FAN-08154,Monterrey,688.68,787.36,10,0
FAN-08155,Miami,1192.8,722.05,9,0
FAN-08156,Miami,,798.42,10,0
FAN-08157,Miami,1946.18,836.41,13,0
FAN-08158,Miami,193.32,387.27,11,0
FAN-08159,Miami,1618.86,616.57,11,1
FAN-08160,CDMX,402.72,303.93,1,1
FAN-08161,CDMX,271.44,508.32,9,1
FAN-08162,CDMX,2428.02,636.55,10,0
FAN-08163,Miami,380.15,551.61,4,0
FAN-08164,Monterrey,1914.16,522.36,4,0
FAN-08165,Miami,2430.15,492.62,13,1
FAN-08166,Monterrey,1141.02,252.11,1,0
FAN-08167,Monterrey,1909.39,765.98,13,0
FAN-08168,CDMX,2240.86,486.42,3,0
FAN-08169,CDMX,NaN,88840.89,7,0
FAN-08170,Miami,823.69,107.69,4,0
FAN-08171,Monterrey,1110.49,452.67,3,1
FAN-08172,CDMX,1438.71,565.73,14,0
FAN-08173,CDMX,1554.11,522.61,10,0
FAN-08174,CDMX,2225.55,793.94,1,0
FAN-08175,CDMX,2223.37,747.25,4,0
FAN-08176,Monterrey,872.04,538.67,14,0
FAN-08177,Miami,1835.76,200.71,11,0
FAN-08178,Monterrey,334.74,432.19,12,0
FAN-08179,CDMX,1615.54,116.79,1,0
FAN-08180,Miami,2283.68,554.95,3,1
FAN-08181,Monterrey,1103.87,407.53,1,0
FAN-08182,CDMX,976.11,226.99,1,1
FAN-08183,CDMX,756.61,723.77,13,1
FAN-08184,CDMX,NaN,194.58,11,0
FAN-08185,CDMX,673.2,425.44,14,1
FAN-08186,CDMX,1748.52,604.72,3,0
FAN-08187,Miami,2166.04,775.31,3,0
FAN-08188,Miami,2022.68,719.05,11,0
FAN-08189,CDMX,875.26,253.5,6,0
FAN-08190,CDMX,2419.93,82.61,5,1
FAN-08191,Miami,847.56,484.31,9,0
FAN-08192,Monterrey,1536.0,509.33,11,0
FAN-08193,Miami,1956.26,513.86,4,0
FAN-08194,Miami,2373.75,764.03,1,0
FAN-08195,Miami,NaN,824.95,2,1
FAN-08196,Monterrey,1804.33,614.88,14,1
FAN-08197,Miami,2336.92,843.67,9,1
FAN-08198,Miami,2241.51,561.71,9,0
FAN-08199,Miami,,186.12,6,1
FAN-08200,CDMX,NaN,173.76,5,0
FAN-08201,Monterrey,1231.48,550.61,5,0
FAN-08202,Monterrey,1529.15,715.29,12,1
FAN-08203,Monterrey,1120.2,281.36,3,1
FAN-08204,CDMX,1146.86,829.36,10,1
FAN-08205,CDMX,384.67,69118.16,9,0
FAN-08206,Miami,415.7,440.32,2,0
FAN-08207,Monterrey,308.62,366.18,13,1
FAN-08208,Monterrey,1118.1,NaN,6,1
FAN-08209,CDMX,2490.88,73432.54,1,1
FAN-08210,Monterrey,194.04,495.22,13,0
FAN-08211,CDMX,1251.82,266.27,3,0
FAN-08212,Miami,768.65,244.01,14,0
FAN-08213,Monterrey,2191.55,372.86,6,0
FAN-08214,CDMX,832.68,317.98,12,0
FAN-08215,CDMX,1215.45,412.55,6,0
FAN-08216,CDMX,2397.35,458.15,11,1
FAN-08217,CDMX,1434.78,555.22,6,1
FAN-08218,CDMX,615.97,709.4,7,0
FAN-08219,Miami,647.54,753.06,3,0
FAN-08220,Miami,,682.07,7,0
FAN-08221,CDMX,156.33,382.12,6,1
FAN-08222,Monterrey,1132.95,NaN,10,1
FAN-08223,CDMX,1091.65,87.68,3,1
FAN-08224,Miami,1624.62,123.54,10,0
FAN-08225,Miami,2403.72,403.2,12,0
FAN-08226,Monterrey,2257.01,780.6,10,1
FAN-08227,Miami,472.53,NaN,14,0
FAN-08228,CDMX,494.77,146.16,12,0
FAN-08229,CDMX,2055.06,857.59,11,1
FAN-08230,Miami,764.8,259.0,6,1
FAN-08231,CDMX,1385.0,NaN,8,1
FAN-08232,Miami,406.41,571.19,11,0
FAN-08233,Miami,1082.02,486.06,1,1
FAN-08234,Miami,1213.79,748.09,7,0
FAN-08235,Miami,2260.52,NaN,2,1
FAN-08236,Monterrey,2034.98,134.24,4,1
FAN-08237,Monterrey,1710.33,539.69,8,0
FAN-08238,Monterrey,2344.58,578.0,9,0
FAN-08239,CDMX,1124.5,476.16,4,1
FAN-08240,Monterrey,858.5,98957.84,9,0
FAN-08241,Monterrey,2115.13,647.66,3,1
FAN-08242,CDMX,1357.99,693.75,5,0
FAN-08243,Monterrey,2303.23,671.38,12,1
FAN-08244,CDMX,1430.55,607.49,12,0
FAN-08245,Miami,1138.14,286.9,9,0
FAN-08246,CDMX,747.01,852.74,9,0
FAN-08247,Monterrey,1891.16,682.84,5,0
